_step,00spdegt/performance,2g0grw6b/performance,5skjfdb6/performance,63efs4rb/performance,6cygp83c/performance,6outyutx/performance,92v9kww2/performance,99qxlztw/performance,9os7zt87/performance,cu3fna3g/performance,flgg4p43/performance,gt7lt266/performance,jpvjkq6y/performance,lfrslc09/performance,mfc412qw/performance,mme3eu02/performance,mynwux3u/performance,nhxhyuax/performance,ogzgxckx/performance,padvbnfn/performance,pn4cpj2n/performance,qks8epfv/performance,ry21zb85/performance,sd0tj093/performance,snotn0pl/performance,t4rr01vg/performance,u0pwzh7r/performance,u1ccqn5v/performance,vf236326/performance,wtjv38vo/performance
23592960.0,0.1260961522348225,0.13710648193955421,0.11941287200897932,0.12370584858581424,0.1184126865118742,0.11635579215362668,0.12783792288973927,0.11683199228718877,0.10727243311703205,0.10843311063945293,0.10621760785579681,0.10141162434592843,0.09234298299998045,0.11651996755972505,0.1270913453772664,0.11100026313215494,0.10671756463125348,0.10974724870175123,0.11128862807527184,0.1332125049084425,0.10063983406871557,0.1255793897435069,0.14008701033890247,0.11394511628895998,0.12499820115044713,0.09326505521312356,0.093117562122643,0.11733349692076445,0.10408681957051158,0.11527061834931374
25690112.0,0.1352606862783432,0.14204261265695095,0.1216302472166717,0.12645954359322786,0.11278448114171624,0.12363567110151052,0.13071821350604296,0.11545840837061405,0.10919186938554049,0.10502033168449998,0.10664239292964339,0.10473640775308013,0.09176759468391538,0.12182841775938869,0.13403744250535965,0.11552410013973713,0.10239268047735095,0.1144753503613174,0.10921292379498482,0.13487561605870724,0.10124873416498303,0.12790563562884927,0.143936051055789,0.11483728792518377,0.1326868822798133,0.09278553258627653,0.08875297522172332,0.12017938867211342,0.10642609000205994,0.11527568101882935
27787264.0,0.14434113446623087,0.1495254598557949,0.1329127261415124,0.13482025172561407,0.11956892441958189,0.13072299491614103,0.13837963435798883,0.11560843791812658,0.10974108427762985,0.10112293437123299,0.10420275246724486,0.1107726190239191,0.10056610917672515,0.12753564165905118,0.14315553568303585,0.1193412858992815,0.10703904507681727,0.12638107780367136,0.11318163853138685,0.14070963207632303,0.10291222762316465,0.13706912845373154,0.14894589316099882,0.1198047804646194,0.14140591956675053,0.09116721153259277,0.09258690802380443,0.12719385093078017,0.11144628562033176,0.11872750706970692
29884416.0,0.15330242458730936,0.15974337235093117,0.145883078686893,0.14285784400999546,0.13024698663502932,0.14187775738537312,0.15002593956887722,0.12294891430065036,0.11647395603358746,0.10231805359944701,0.10799172520637512,0.12185830716043711,0.1120282607153058,0.13259906880557537,0.1519047049805522,0.12513804668560624,0.11704283161088824,0.13597530964761972,0.1189994690939784,0.1522279204800725,0.10469631385058165,0.14647192787379026,0.1633330788463354,0.1302137728780508,0.15350916236639023,0.0943605643697083,0.09865496167913079,0.142551033757627,0.11770992260426283,0.13194990251213312
31981568.0,0.16745107620954514,0.1695881262421608,0.1614101743325591,0.1576654314994812,0.1443375814706087,0.15306401159614325,0.1587179321795702,0.13857492990791798,0.12516263592988253,0.10690634651109576,0.11885086074471474,0.1351285008713603,0.1241757981479168,0.14488209784030914,0.16545274946838617,0.13550628628581762,0.12619872856885195,0.1475960025563836,0.12355136312544346,0.16785256285220385,0.10671177925541997,0.1555303642526269,0.17533966433256865,0.1403457848355174,0.16517999023199081,0.10082548530772328,0.10908585786819458,0.1526713790372014,0.13070389349013567,0.14425929822027683
34078720.0,0.19478643778711557,0.19911433570086956,0.19658292829990387,0.20825299806892872,0.196664665825665,0.1957013225182891,0.1923488611355424,0.20357502717524767,0.1853459756821394,0.1530751008540392,0.18056851346045732,0.18775591626763344,0.20079279225319624,0.1819159360602498,0.19773480109870434,0.19067523162811995,0.17593470867723227,0.21081960387527943,0.19036683812737465,0.20901207067072392,0.16881191823631525,0.2090947236865759,0.20304875262081623,0.20437892246991396,0.20244963373988867,0.18031353503465652,0.15606659837067127,0.18237765692174435,0.17501815129071474,0.1927216099575162
36175872.0,0.13699844758957624,0.14476639032363892,0.14206540677696466,0.14355857856571674,0.14571175258606672,0.14461679477244616,0.14346297644078732,0.14430215302854776,0.1415990050882101,0.12971119536086917,0.1440429324284196,0.14824234694242477,0.14321535965427756,0.14468738716095686,0.1411912478506565,0.14285199623554945,0.13859394937753677,0.1422933815047145,0.13231064705178142,0.14706886652857065,0.13904047012329102,0.13057248247787356,0.15375511348247528,0.14122627675533295,0.14709494914859533,0.1290752813220024,0.13523563276976347,0.13091458193957806,0.12895592069253325,0.140004794113338
38273024.0,0.13117625331506133,0.13571993168443441,0.13735924288630486,0.13184840325266123,0.13401189353317022,0.14118100609630346,0.12703280709683895,0.13617407623678446,0.13623675424605608,0.121578898280859,0.13578179944306612,0.13423151895403862,0.12648359965533018,0.13220707140862942,0.13406749814748764,0.13762271031737328,0.13343090936541557,0.13789551053196192,0.13247566996142268,0.1334674726240337,0.1360885063186288,0.12854428449645638,0.13694292772561312,0.13570284564048052,0.1405901676043868,0.12874317355453968,0.12694585975259542,0.12464150693267584,0.12221990432590246,0.12953276839107275
40370176.0,0.13505881652235985,0.14281870890408754,0.13572531193494797,0.1278881379403174,0.13543352857232094,0.14343836158514023,0.12850353447720408,0.13964823819696903,0.13540589436888695,0.1235113451257348,0.1385712716728449,0.1317547643557191,0.13230393175035715,0.13449328672140837,0.12990788323804736,0.14009692333638668,0.13347139535471797,0.13393516838550568,0.13669953495264053,0.14130331482738256,0.13546221889555454,0.11958198575302958,0.14682202134281397,0.13934063538908958,0.1350585138425231,0.12686698231846094,0.13014751626178622,0.1361928815022111,0.11462126346305013,0.12256495887413621
42467328.0,0.14285080507397652,0.14631255716085434,0.14353703800588846,0.13484751246869564,0.13671795651316643,0.14521792344748974,0.13514718133956194,0.14336944557726383,0.13836065772920847,0.12390282843261957,0.1404198119416833,0.1362549951300025,0.1364001203328371,0.14287987910211086,0.1294640344567597,0.1454071532934904,0.13435994181782007,0.14038345776498318,0.13814013544470072,0.14457046426832676,0.13898429088294506,0.1268735402263701,0.15135616902261972,0.14203715417534113,0.14357128832489252,0.12687426805496216,0.13575150072574615,0.14419050142169,0.1279808054678142,0.12972886860370636
44564480.0,0.14781265147030354,0.15574242547154427,0.1495457999408245,0.1444020438939333,0.14773789793252945,0.1529119247570634,0.14450529962778091,0.1501590358093381,0.14503970835357904,0.12929143384099007,0.14967351034283638,0.14695619139820337,0.14525759499520063,0.1471563447266817,0.13703021965920925,0.15511583350598812,0.1425514267757535,0.1472499193623662,0.14872314780950546,0.15164367016404867,0.14531403873115778,0.13347794115543365,0.15668370947241783,0.15089348051697016,0.1517858486622572,0.13312020152807236,0.14718873240053654,0.1519136531278491,0.12864243891090155,0.1362102199345827
46661632.0,0.16090970113873482,0.16678591445088387,0.16038228385150433,0.15394134167581797,0.15597528591752052,0.16502493619918823,0.15730403177440166,0.16244212538003922,0.15299955755472183,0.13930438738316298,0.16188617423176765,0.1573484195396304,0.1577088823541999,0.1594919627532363,0.1476293345913291,0.16666888538748026,0.15209108870476484,0.15845952834933996,0.15980231203138828,0.1627493416890502,0.15759923681616783,0.142527068965137,0.16965115442872047,0.16279811412096024,0.16411597654223442,0.1443146923556924,0.15338687971234322,0.16320831794291735,0.13548989035189152,0.14755460992455482
48758784.0,0.17176308296620846,0.17999949306249619,0.17676200531423092,0.1663081143051386,0.17062757816165686,0.17351046670228243,0.16846654750406742,0.1771052135154605,0.16557264048606157,0.15424431953579187,0.1714034080505371,0.16472479421645403,0.1680478546768427,0.17181041557341814,0.1619118107482791,0.1775232320651412,0.1654416136443615,0.17718099057674408,0.1715782741084695,0.1758865062147379,0.16915747802704573,0.1564799454063177,0.1830655299127102,0.1758878594264388,0.17879956122487783,0.15866301767528057,0.16591109149158,0.17652889247983694,0.1525615183636546,0.16294386982917786
50855936.0,0.18268505856394768,0.19398002792149782,0.18192275613546371,0.1884537059813738,0.20453057810664177,0.19439361989498138,0.20219256356358528,0.18944220710545778,0.18308750540018082,0.18549121636897326,0.18869888316839933,0.19698886200785637,0.18445829022675753,0.19100770354270935,0.17986365221440792,0.17676584050059319,0.17389991972595453,0.20793314091861248,0.20895396079868078,0.18692360818386078,0.1913782563060522,0.1845742603763938,0.19709593150764704,0.2017269590869546,0.19588862173259258,0.19518446177244186,0.187058518640697,0.18988680560141802,0.18105112481862307,0.1869882568717003
52953088.0,0.14506220910698175,0.1463830377906561,0.14299172814935446,0.1357908034697175,0.1454360829666257,0.14474655780941248,0.13962924107909203,0.14958100765943527,0.13300573080778122,0.14358365628868341,0.13576739327982068,0.14895104710012674,0.14723888598382473,0.14261438604444265,0.13941876962780952,0.13844412192702293,0.1380963223055005,0.14512060582637787,0.1442794157192111,0.12964282976463437,0.14231599774211645,0.12972480850294232,0.1399983111768961,0.14371812343597412,0.14859133679419756,0.131683936342597,0.13564357161521912,0.14532696455717087,0.14536843355745077,0.14720699097961187
55050240.0,0.14048329088836908,0.14062982890754938,0.13985890429466963,0.13465564977377653,0.13726936653256416,0.13871296867728233,0.13460439629852772,0.1432399768382311,0.1302648256532848,0.13010402768850327,0.12454430479556322,0.1433723857626319,0.1409712778404355,0.12915934482589364,0.13649363815784454,0.14115060959011316,0.13584803510457277,0.1375248283147812,0.1357712922617793,0.12440821202471852,0.13836215622723103,0.12551879044622183,0.14034764282405376,0.13278597127646208,0.1430230773985386,0.12926886323839426,0.1350432876497507,0.14595398120582104,0.13956527411937714,0.14203054644167423
57147392.0,0.14430570602416992,0.14641645085066557,0.14519247878342867,0.13943611457943916,0.13740924466401339,0.1378481825813651,0.13162044156342745,0.14652332477271557,0.13394671119749546,0.1329842214472592,0.1294428794644773,0.14300404209643602,0.14338277280330658,0.13350805826485157,0.1383084747940302,0.1455352995544672,0.14068852085620165,0.13970470428466797,0.137917990796268,0.12930734595283866,0.13546570762991905,0.12076673097908497,0.14576235320419073,0.13519596541300416,0.14516512770205736,0.12040379690006375,0.1337990602478385,0.14132505375891924,0.14086700789630413,0.1463795267045498
59244544.0,0.1496563358232379,0.1513095535337925,0.15188892744481564,0.14677469339221716,0.14120376482605934,0.14412405714392662,0.13738275412470102,0.153304991312325,0.13786009140312672,0.1354787228628993,0.13405863055959344,0.14916153624653816,0.1511044092476368,0.14189797267317772,0.1427547801285982,0.15047080256044865,0.1444370737299323,0.145564797334373,0.14150837901979685,0.13775502610951662,0.1428209152072668,0.1324339071288705,0.14994601346552372,0.14239794574677944,0.1507787685841322,0.12912697810679674,0.14166238252073526,0.14937336463481188,0.14669280126690865,0.1505637839436531
61341696.0,0.15748550463467836,0.16262391488999128,0.16151495557278395,0.15365653112530708,0.1491099176928401,0.15066537354141474,0.14725264441221952,0.16141225304454565,0.1474865386262536,0.1430661203339696,0.1369018917903304,0.15803845413029194,0.15822946093976498,0.1482758643105626,0.14853414241224527,0.16041963640600443,0.1525872191414237,0.15473992191255093,0.15451228618621826,0.14544338546693325,0.15216524992138147,0.1420239293947816,0.16153967753052711,0.15080322790890932,0.1610062150284648,0.13400050066411495,0.14801587164402008,0.15717038791626692,0.15470020845532417,0.1573545578867197
63438848.0,0.166466080583632,0.1726774498820305,0.17366538103669882,0.16667837835848331,0.15895400010049343,0.15933460369706154,0.16033279430121183,0.1716999737545848,0.1569910841062665,0.1560199400410056,0.1463265847414732,0.1672906717285514,0.1655173860490322,0.15591901168227196,0.16070486139506102,0.1686160070821643,0.1649192739278078,0.16702671721577644,0.1597406156361103,0.15292805433273315,0.16428702231496572,0.1511590713635087,0.17130935844033957,0.1626842636615038,0.17348827235400677,0.15011985786259174,0.1595153147354722,0.16709258127957582,0.16225183475762606,0.17098410613834858
65536000.0,0.18414148967713118,0.18834820482879877,0.18817955907434225,0.17827956471592188,0.16861033532768488,0.17576372902840376,0.17413411661982536,0.18510366324335337,0.1728851292282343,0.17173192277550697,0.16530016995966434,0.18561160750687122,0.1784523008391261,0.16855150647461414,0.1792900711297989,0.18387321941554546,0.17806986160576344,0.18182943388819695,0.17436452861875296,0.1673382706940174,0.1884915353730321,0.16462140623480082,0.18398643843829632,0.1764574209228158,0.18498351704329252,0.16825612727552652,0.17383345309644938,0.18036366160959005,0.18180381879210472,0.18442028760910034
67633152.0,0.1737647047266364,0.18180017173290253,0.17460021562874317,0.1761725703254342,0.1741729686036706,0.17903578747063875,0.18012535572052002,0.1784448018297553,0.17218721006065607,0.17329414933919907,0.1899340497329831,0.184977812692523,0.18806781712919474,0.1804988505318761,0.1801364365965128,0.1724166488274932,0.1770575037226081,0.1826614262536168,0.1788675645366311,0.1782906074076891,0.1741804350167513,0.1841141888871789,0.17675689049065113,0.19223927706480026,0.18438412994146347,0.16981138288974762,0.18070179037749767,0.18397091422230005,0.1827425705268979,0.17667946126312017
69730304.0,0.14588827267289162,0.14006145112216473,0.14278812799602747,0.1405900428071618,0.1405290700495243,0.14115760056301951,0.1410178504884243,0.14198147878050804,0.13826664444059134,0.13363898545503616,0.14230654947459698,0.14569578133523464,0.14541553426533937,0.14834250044077635,0.14608781225979328,0.14264031685888767,0.1419225037097931,0.1377521613612771,0.13960374798625708,0.1453405823558569,0.1351920566521585,0.14686070010066032,0.13949035108089447,0.1425146907567978,0.14433918707072735,0.13793451339006424,0.14066194649785757,0.1478409180417657,0.14164852537214756,0.13996786531060934
71827456.0,0.1426634332165122,0.1385787157341838,0.1410098960623145,0.1401684768497944,0.1415804736316204,0.13589912932366133,0.13253543991595507,0.13896800391376019,0.137855539098382,0.13021902134642005,0.1409100228920579,0.1466937717050314,0.13994883373379707,0.13776654936373234,0.13614127691835165,0.1369546139612794,0.13442405685782433,0.13768821023404598,0.14059066493064165,0.13767691887915134,0.1270524305291474,0.14239044301211834,0.13947431650012732,0.13105115247890353,0.13799005933105946,0.14118174090981483,0.14348926953971386,0.14080010075122118,0.13183843065053225,0.14045114908367395
73924608.0,0.14415299892425537,0.13915749732404947,0.14265927951782942,0.14386885985732079,0.14464196376502514,0.13663546927273273,0.13088784739375114,0.14448597934097052,0.1392334457486868,0.13966085109859705,0.1355091230943799,0.14907097909599543,0.14261114317923784,0.13476148806512356,0.14282896183431149,0.13684828206896782,0.13853996060788631,0.13980032596737146,0.13855856005102396,0.140305882319808,0.12470431393012404,0.14500909205526114,0.1437435308471322,0.1324581066146493,0.14068704098463058,0.14566779043525457,0.14791178610175848,0.1458323933184147,0.1378094358369708,0.13789994549006224
76021760.0,0.1503140851855278,0.1485981745645404,0.14793151803314686,0.15292615070939064,0.1481923023238778,0.14421222358942032,0.13490343280136585,0.14973521418869495,0.14241657592356205,0.14688814897090197,0.141899767331779,0.1531028775498271,0.15087434090673923,0.14027114771306515,0.14763899240642786,0.14169531874358654,0.14872820302844048,0.14686993323266506,0.1443443214520812,0.14536542166024446,0.13398977369070053,0.1460003638640046,0.14702589809894562,0.13566177152097225,0.14573219697922468,0.14983575697988272,0.15275822393596172,0.14875683095306158,0.14360679872334003,0.14370039105415344
78118912.0,0.15907440427690744,0.1553433183580637,0.15666227415204048,0.16217386163771152,0.1632088776677847,0.1538388365879655,0.14873197302222252,0.15883405320346355,0.1490008095279336,0.15278985537588596,0.15199687238782644,0.16106692887842655,0.16048656404018402,0.15006666351109743,0.1562717705965042,0.15019146259874105,0.15658898930996656,0.15567560773342848,0.14859447721391916,0.15947583504021168,0.1432147715240717,0.15631297416985035,0.16110092494636774,0.1423408705741167,0.15647899452596903,0.1613009413704276,0.16108284145593643,0.15898404642939568,0.15386939328163862,0.15275640971958637
80216064.0,0.1674208315089345,0.16882832814007998,0.17156366724520922,0.172479965724051,0.17382220644503832,0.16438579000532627,0.15924145933240652,0.17280444130301476,0.1610895162448287,0.16124786529690027,0.16374780889600515,0.17389865312725306,0.17149567604064941,0.16352056711912155,0.16723674908280373,0.15995370503515005,0.16337953880429268,0.16753797605633736,0.15834595449268818,0.16829881444573402,0.15187370125204325,0.16759303957223892,0.17578950338065624,0.15498604811728,0.1671209530904889,0.17241521272808313,0.17158739920705557,0.17324924934655428,0.16716711781919003,0.16374594904482365
82313216.0,0.175689528696239,0.179161018691957,0.1871441751718521,0.19268789514899254,0.1854156218469143,0.18097736686468124,0.18084000330418348,0.18418120220303535,0.1774853989481926,0.18202000856399536,0.18239421024918556,0.18514706753194332,0.1817871043458581,0.1817196812480688,0.18634897097945213,0.17284254636615515,0.17950520757585764,0.1816849010065198,0.17441896721720695,0.18643481191247702,0.18162370659410954,0.18326499871909618,0.18841597717255354,0.17346018366515636,0.17931818775832653,0.18707247637212276,0.18379811383783817,0.18532290030270815,0.18372549954801798,0.1821906901896
84410368.0,0.1664875764399767,0.16778407618403435,0.16313089337199926,0.16793144773691893,0.1644431371241808,0.1739018801599741,0.16971980687230825,0.16784960683435202,0.1702667884528637,0.17180136870592833,0.1657613506540656,0.1735302060842514,0.16405787784606218,0.1695895530283451,0.1705704964697361,0.15984745416790247,0.17393729835748672,0.1781965997070074,0.15848179534077644,0.17111732624471188,0.16711720824241638,0.16650679521262646,0.1778310164809227,0.17110745795071125,0.17337379045784473,0.16876091994345188,0.16607650369405746,0.1675245063379407,0.17112157307565212,0.16947042103856802
86507520.0,0.14330777898430824,0.14781593345105648,0.13815342728048563,0.1415577745065093,0.13814591336995363,0.1464454811066389,0.147883590310812,0.14762832038104534,0.14144214522093534,0.1464398056268692,0.14529864210635424,0.13982733245939016,0.13972894940525293,0.1346725057810545,0.14798285998404026,0.14152664225548506,0.14257258363068104,0.14109796471893787,0.1344384364783764,0.14348005689680576,0.14137387927621603,0.13664872851222754,0.15122686605900526,0.14436992723494768,0.14246447756886482,0.14377017226070166,0.144844357855618,0.1421683868393302,0.14638980012387037,0.14184802118688822
88604672.0,0.13665424846112728,0.14339228626340628,0.1346826534718275,0.14505152497440577,0.12949171429499984,0.1438862904906273,0.1491191079840064,0.1483168601989746,0.1441869018599391,0.1415347307920456,0.14049737341701984,0.1350291296839714,0.1313909012824297,0.13331941422075033,0.141663433983922,0.1402915846556425,0.1401529749855399,0.14453232288360596,0.13019113754853606,0.14309432078152895,0.13977148942649364,0.1325783939100802,0.14807802718132734,0.14452804904431105,0.13640696182847023,0.14441513363271952,0.1433360818773508,0.13934398628771305,0.14150653220713139,0.1385462349280715
90701824.0,0.13432079460471869,0.1483149603009224,0.13235154282301664,0.146027616225183,0.13466094434261322,0.1457537580281496,0.15106256119906902,0.15064340084791183,0.14499064441770315,0.1432542372494936,0.14090542867779732,0.13765126653015614,0.13608053885400295,0.13971981219947338,0.14367924444377422,0.14477583300322294,0.1393227195367217,0.1494362661615014,0.12779332464560866,0.14607355929911137,0.14508199878036976,0.14048900082707405,0.15225220192223787,0.14694920182228088,0.13900452107191086,0.15086284838616848,0.14708061795681715,0.14196215849369764,0.14556450955569744,0.13984955288469791
92798976.0,0.1462618475779891,0.1565162530168891,0.1409514145925641,0.15140148252248764,0.14465916249901056,0.1506935330107808,0.15805320907384157,0.15683199651539326,0.1497964020818472,0.15097033511847258,0.14458288624882698,0.14680088590830564,0.14421773981302977,0.14358148351311684,0.14815365336835384,0.15296645835042,0.14768593944609165,0.15383883751928806,0.1374965775758028,0.15442766156047583,0.14845590200275183,0.14870078675448895,0.15689225029200315,0.15453451685607433,0.14803921710699797,0.15702835749834776,0.1529954932630062,0.14589251391589642,0.14931192714720964,0.14407080877572298
94896128.0,0.15490517858415842,0.16673689614981413,0.15505187679082155,0.16401116829365492,0.15341557934880257,0.16040789242833853,0.16845937445759773,0.16750888992100954,0.16057391092181206,0.160742218606174,0.15262099169194698,0.157210236415267,0.15920121036469936,0.1524771424010396,0.1588109964504838,0.16306916810572147,0.15857446007430553,0.16550125647336245,0.146208799444139,0.16448969580233097,0.16042041406035423,0.15567069873213768,0.16694233566522598,0.16579086519777775,0.15944078750908375,0.16819373797625303,0.16471808683127165,0.15732976142317057,0.15796183235943317,0.15896617341786623
96993280.0,0.16740589123219252,0.17699573747813702,0.16726168897002935,0.17360748164355755,0.16647448390722275,0.1704051299020648,0.17890046630054712,0.1768784411251545,0.17210748326033354,0.1710238168016076,0.1684387158602476,0.16647578589618206,0.17397909425199032,0.16531854961067438,0.17232143972069025,0.1737344842404127,0.1674675028771162,0.1741306046023965,0.16058030165731907,0.17490606103092432,0.1707891821861267,0.16914264485239983,0.17796433717012405,0.17907913122326136,0.17150929477065802,0.1774964239448309,0.17197431717067957,0.16953567322343588,0.1667656796053052,0.17012389656156301
99090432.0,0.17230080533772707,0.18590502999722958,0.18799793533980846,0.19838240556418896,0.1785664027556777,0.18392475321888924,0.18851445335894823,0.18813205510377884,0.18213494028896093,0.19120385125279427,0.18440138921141624,0.19243102334439754,0.18827544059604406,0.18372843880206347,0.18270567059516907,0.1850147619843483,0.18244750797748566,0.18195999786257744,0.17929742578417063,0.18798070680350065,0.18542029708623886,0.18027083203196526,0.18349343072623014,0.1952068004757166,0.185376419685781,0.18978152330964804,0.18469510413706303,0.18679650407284498,0.18505213875323534,0.17879612930119038
101187584.0,0.14772053947672248,0.1625592177733779,0.16583511885255575,0.16409228648990393,0.1662120884284377,0.17088520526885986,0.15854635648429394,0.15962236933410168,0.1573346247896552,0.16649664659053087,0.16692102141678333,0.16165431402623653,0.16430053021758795,0.15993879921734333,0.15797390136867762,0.1665417980402708,0.16493155527859926,0.17126476392149925,0.159808786585927,0.15688590612262487,0.15492993034422398,0.1604277128353715,0.1688283933326602,0.1568954037502408,0.16367891058325768,0.157671551220119,0.1638946058228612,0.16374059207737446,0.161341467872262,0.16166524961590767
