_step,83wfizd1/performance,89evszq7/performance,fp42hw7h/performance,fvb8eguk/performance,g3qwyand/performance,s83s485t/performance,dvvtxq96/performance,dsbj9bm9/performance,qq1xht71/performance,gqp7umgd/performance,drqzwdpe/performance,h1i1jsp5/performance,2wlpopba/performance,hax8etra/performance,dquda28q/performance,dqcvdxxz/performance,8j4jji26/performance,vcdqah2m/performance,v6gh3dyp/performance,6fner4wg/performance,d7933nkj/performance,v2pvphn8/performance,jx332um0/performance,5cgp87ye/performance,ukxb9fea/performance,lpp4rrr2/performance,ouiohmbf/performance,b270xqzl/performance,4cxis0jh/performance,y4rdxoj4/performance
20316160.0,0.0,0.0,0.0,0.0,0.0,0.8122222264607747,0.0,0.0,0.0,0.0,0.0,0.5282051345476737,0.0,0.535714287843023,0.0,0.0,0.0,0.9263392873108387,0.8333333333333334,0.0,0.0,0.46458334289491177,0.0,0.0,0.0,0.5625,0.9,0.0,0.0,0.5714285714285714
20643840.0,0.2,0.0,0.0,0.0,0.0,0.7051282066565293,0.0,0.0,0.0,0.0,0.0,0.7380952388048172,0.0,0.36250000074505806,0.0,0.0,0.0,0.938888892531395,0.7916666666666666,0.0,0.0,0.48484848846088757,0.0,0.0,0.0,0.34615384615384615,0.9401041679084301,0.0,0.0,0.5714285714285714
20971520.0,0.13333333496536529,0.0,0.0,0.0,0.0,0.7202380980764117,0.0,0.0,0.0,0.0,0.0,0.784226194024086,0.0,0.794871795635957,0.0,0.0,0.14285714285714285,0.9639136902987957,0.644444449742635,0.0,0.0,0.3729166705161333,0.0,0.0,0.0,0.6818181845274839,0.9285714285714286,0.0,0.0,0.5535714328289032
21299200.0,0.07142857355730874,0.0,0.0,0.0,0.0,0.6523809539420264,0.0,0.0,0.0,0.0,0.0,0.5903174678484598,0.0,0.7857142857142857,0.0,0.0,0.17857142857142858,0.9105113632977009,0.8822222232818604,0.0,0.0,0.5055555641651154,0.0,0.0,0.0,0.5333333353201548,0.887946430593729,0.0,0.0,0.6969696987758983
21626880.0,0.09062500204890966,0.0,0.0,0.0,0.0,0.673888889948527,0.0,0.0,0.0,0.0,0.0,0.4645833373069763,0.0,0.7464285727058139,0.0,0.0,0.25000000270930206,0.929166667163372,0.6756448410451412,0.0,0.0,0.4882305283099413,0.0,0.0,0.0,0.6718750037252903,0.9055555582046508,0.0,0.0,0.7802083399146795
21954560.0,0.29166666737624575,0.0,0.0,0.0,0.0,0.644097225740552,0.0,0.0,0.0,0.0,0.0,0.6533482205122709,0.0,0.5635416731238365,0.0,0.0,0.4027777810891469,0.9263424091041088,0.8326530648129327,0.0,0.0,0.5206101257354021,0.0,0.0,0.0,0.6363636377182874,0.924851194024086,0.0,0.0,0.7500000054186041
22282240.0,0.09688644913526681,0.0,0.0,0.0,0.0,0.472222230831782,0.0,0.0,0.0,0.0,0.0,0.7835978885491689,0.0,0.5760416714474559,0.0,0.0,0.2864583358168602,0.8572916686534882,0.7020833380520344,0.0,0.0,0.591369055211544,0.0,0.0,0.0,0.6012896876782179,0.7692307715232556,0.0,0.0,0.7035714324031558
22609920.0,0.2044444481531779,0.0,0.0,0.0,0.0,0.688983591273427,0.0,0.0,0.0,0.0,0.0,0.7977754902094603,0.0,0.5559788395961126,0.0,0.0,0.3857142903975078,0.8187301576137542,0.6944444497426351,0.0,0.0,0.680853184312582,0.0,0.0,0.0,0.6628205145780857,0.8333333347524915,0.0,0.0,0.8078231343201229
22937600.0,0.27564102984391725,0.0,0.0,0.0,0.0,0.5812500063329935,0.0,0.0,0.0,0.0,0.0,0.692857151851058,0.0,0.6858974397182465,0.1111111111111111,0.0,0.3760416693985462,0.936224490404129,0.7593750040978193,0.0,0.0,0.5677777816851933,0.0,0.0,0.0,0.7842063585917155,0.6793650825818379,0.016666666915019352,0.0,0.76523810227712
23265280.0,0.27827381156384945,0.0,0.0,0.0,0.0,0.6745535805821419,0.0,0.0,0.0,0.045454545454545456,0.0,0.7958829384297132,0.0,0.6373511962592602,0.0,0.0,0.4174107173457742,0.9160714317113161,0.7233333388964335,0.0,0.0,0.7666666731238365,0.0,0.0,0.0,0.7223710380494595,0.7307692307692307,0.0,0.0,0.7578231309141431
23592960.0,0.5285714311259133,0.0,0.0,0.0,0.0,0.6556547693908215,0.0,0.0,0.0,0.0,0.0,0.7222222248713176,0.0,0.6723958365619183,0.0625,0.16666666666666666,0.6547619083098003,0.8333333347524915,0.651111114025116,0.0,0.0,0.606632656284741,0.0,0.0,0.0,0.692380956808726,0.7711309548467398,0.0,0.0,0.8200000007947286
23920640.0,0.36897321697324514,0.0,0.0,0.0,0.0,0.703645832836628,0.0,0.0,0.0,0.0,0.0,0.7724702470004559,0.0,0.6406250055879354,0.08333333368812289,0.05303030393340371,0.4015377052128315,0.8205128220411447,0.8059523871966771,0.0,0.0,0.6770833395421505,0.0,0.0,0.0,0.6476934608072042,0.8312500007450581,0.03125,0.0,0.7776041720062494
24248320.0,0.2023809552192688,0.0,0.0,0.0,0.0,0.5455555597941081,0.0,0.0,0.0,0.13730158805847167,0.0,0.6895337365567684,0.0,0.6822916753590107,0.0,0.0,0.5492063581943512,0.815476194024086,0.7680555582046509,0.0,0.0,0.6068317173048854,0.0,0.0,0.0,0.6833333373069763,0.7952380989279065,0.0,0.0,0.6156250052154064
24576000.0,0.2833333345396178,0.0,0.0,0.0,0.0,0.775641028697674,0.0,0.0,0.0,0.23333333598242867,0.0,0.9090909090909091,0.0,0.7533482145518064,0.09111111164093018,0.16666666666666666,0.5873512011021376,0.8333333333333334,0.7239583395421505,0.0,0.0,0.8555555582046509,0.0,0.0,0.0,0.6374242424964904,0.7564102594669049,0.014285714498588018,0.0,0.7662946451455355
24903680.0,0.31369048077613115,0.0,0.0,0.0,0.0074074074625968935,0.5583333373069763,0.0,0.0,0.0,0.11333333551883698,0.0,0.7622222264607748,0.0,0.703422624617815,0.125,0.12820512973345244,0.5888888915379842,0.8541666666666666,0.7392857181174415,0.0,0.0,0.6866666734218597,0.0,0.0,0.0,0.3988095245191029,0.8589743605026832,0.019230769230769232,0.0,0.8135416712611914
25231360.0,0.4282051301919497,0.0,0.0,0.0,0.029761905781924725,0.8820512844966009,0.0,0.0,0.0,0.1416666701436043,0.0,0.75,0.0,0.6309523816619601,0.26111111243565877,0.10256410332826468,0.5742857178052266,0.8888888888888888,0.7333333399146795,0.0,0.018229166977107525,0.7916666686534881,0.0,0.0,0.0,0.6843750067055225,0.7666666686534882,0.010416666977107525,0.0,0.8200680315494537
25559040.0,0.2605744982138276,0.0,0.03174603283405304,0.0,0.09829932131937572,0.7687500026077032,0.0,0.0,0.0,0.39761904946395327,0.0,0.5576923076923077,0.0,0.7125000040978193,0.17545454800128937,0.13095238166196005,0.6627976298332214,0.875,0.48231293367488043,0.0,0.041666666666666664,0.65277777860562,0.037037038140826754,0.0,0.0,0.564285716840199,0.6,0.02083333395421505,0.0,0.7500000018626451
25886720.0,0.3666666686534882,0.0,0.0,0.0,0.10937500093132257,0.5984848493879492,0.015625,0.0,0.0,0.49092262145131826,0.0,0.777777781089147,0.0,0.6666666666666666,0.24358974741055414,0.11538461538461539,0.42307692766189575,0.6333333373069763,0.5833333347524915,0.0,0.0625,0.8333333347524915,0.0,0.0,0.0,0.7269841313362122,0.45454545454545453,0.07692307692307693,0.0,0.904761906181063
26214400.0,0.26190476545265745,0.0,0.015625,0.0,0.07777777810891469,0.8461538507388189,0.0,0.0,0.0,0.5291666697178569,0.0,0.9285714285714286,0.0,0.7222222238779068,0.36587302200496197,0.11688311804424632,0.6062500048428774,0.7222222238779068,0.5980952441692352,0.0,0.08974359127191398,0.9166666716337204,0.0,0.0,0.0,0.6000000068119594,0.6666666666666666,0.1383680570870638,0.0,0.7142857142857143
26542080.0,0.22916666666666666,0.0,0.04487179563595699,0.0,0.1485119080170989,0.3181818181818182,0.0,0.0,0.0,0.6156250024214387,0.0,0.7142857142857143,0.0,0.7760416679084301,0.4166666666666667,0.2435897451180678,0.625,0.65,0.39393939755179663,0.0,0.17857143070016587,0.8571428571428571,0.0,0.0,0.0,0.7045454599640586,0.8636363636363636,0.15384615384615385,0.0,0.8636363636363636
26869760.0,0.6944444452722868,0.0,0.08163265351738248,0.0,0.03809523901769093,0.7583333343267441,0.0,0.0,0.0,0.6940476213182721,0.0,1.0,0.0,0.654761906181063,0.3722222247160971,0.16666666865348817,0.5319727946605001,0.6666666666666666,0.4100000003973643,0.0,0.16904762067965098,0.0,0.1111111111111111,0.0,0.0,0.6333333353201548,0.0,0.15306122707469122,0.0,0.777777781089147
27197440.0,0.4181818244132129,0.0,0.16394558123179845,0.0,0.17395833507180214,0.7307692307692307,0.08333333333333333,0.0,0.0,0.6868783116340638,0.0,0.25,0.0,0.6666666666666666,0.5006410296146686,0.09375,0.5166666686534882,1.0,0.30952381023338865,0.0,0.1011904776096344,1.0,0.0,0.0,0.0,0.7142857142857143,0.75,0.23888888955116272,0.0,0.9714285731315613
27525120.0,0.3333333333333333,0.0,0.23809523986918585,0.0,0.12532467733729968,0.75,0.1041666679084301,0.0,0.0,0.678253972530365,0.0,1.0,0.0,0.8,0.5394345298409462,0.17777777910232545,0.5527777795990308,1.0,0.4285714307001659,0.0,0.23555555840333303,1.0,0.12121212211522189,0.0,0.0,0.4848484857515855,1.0,0.07777777910232545,0.0,0.7407407429483202
27852800.0,0.25000000425747465,0.0,0.06703703800837199,0.0,0.18888888955116273,0.8,0.12777778009573618,0.051282052810375504,0.0,0.6506696483120322,0.0,1.0,0.0,0.4696969715031711,0.37239584047347307,0.19583333563059568,0.5714285714285714,0.875,0.463333335518837,0.0,0.39393939484249463,1.0,0.03888888955116272,0.0,0.0,0.5740740762816535,0.25,0.09761904925107956,0.0,0.5
28180480.0,0.2727272727272727,0.0,0.1,0.0,0.08333333488553762,0.11111111442248027,0.11571428875128428,0.0,0.0,0.59888889392217,0.0,1.0,0.0,0.9166666666666666,0.616666670356478,0.06944444527228673,0.7916666679084301,1.0,0.2222222238779068,0.0,0.1952380963734218,0.5,0.0,0.0,0.0,0.5833333358168602,0.0,0.3000000029802322,0.0,1.0
28508160.0,0.39393939484249463,0.0,0.04226190596818924,0.0,0.3181818181818182,1.0,0.14333333373069762,0.08333333333333333,0.0,0.7600000083446503,0.0,1.0,0.0,0.6666666666666666,0.6522222280502319,0.30729166977107525,0.7,0.5833333333333334,0.3333333333333333,0.0,0.3888888888888889,1.0,0.1794871802513416,0.0,0.0,0.21428571428571427,1.0,0.17857143070016587,0.0,0.16666666666666666
28835840.0,0.3333333333333333,0.0,0.022727272727272728,0.0,0.15104166977107525,0.3333333333333333,0.07692307692307693,0.027777778605620067,0.0,0.6023809537291527,0.0,0.5,0.0,0.0,0.4444444452722867,0.3989583356305957,0.8571428571428571,0.875,0.42857142857142855,0.0,0.25,0.5,0.10625000018626451,0.0,0.0,1.0,0.0,0.1285714294229235,0.0,0.0
29163520.0,0.3888888888888889,0.0,0.13095238166196005,0.0,0.4833333343267441,0.5,0.1474358978179785,0.038461538461538464,0.0,0.6571428605488369,0.0,1.0,0.0,0.0,0.3944444457689921,0.526190481015614,0.5238095266478402,0.5,0.6,0.0,0.045454545454545456,1.0,0.3611111119389534,0.0,0.03030303120613098,0.25,1.0,0.14583333395421505,0.0,0.6666666666666666
29491200.0,0.16666666666666666,0.0,0.11538461538461539,0.0,0.16666666756976733,0.0,0.3,0.0,0.0,0.5989583358168602,0.0,0.8571428571428571,0.0,0.0,0.5545454567128961,0.18777777949968974,0.2857142857142857,0.6666666666666666,0.4166666716337204,0.0,0.35714285714285715,0.875,0.03809523901769093,0.0,0.0,1.0,0.0,0.25,0.08333333333333333,0.0
29818880.0,0.5714285714285714,0.0,0.0625,0.0,0.3,1.0,0.19444444626569748,0.03888888955116272,0.0,0.6969696987758983,0.0,1.0,0.0,0.0,0.7243589781797849,0.31666666865348814,0.75,1.0,0.4,0.0,0.07948718048059024,1.0,0.16666666934123406,0.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.5
30146560.0,0.5,0.0,0.13636363636363635,0.0,0.25,1.0,0.14393939484249463,0.045454545454545456,0.0,0.6388888895511627,0.0,0.8333333333333334,0.0,1.0,0.4166666666666667,0.2777777830759684,0.5,1.0,0.25,0.0,0.375,1.0,0.2653846179063504,0.0,0.0,0.3333333333333333,1.0,0.3,0.025641026405187752,0.5
30474240.0,0.0,0.0,0.1875,1.0,0.0,1.0,0.041111111640930176,0.11538461538461539,0.0,0.34848484938794916,0.0,1.0,0.0,1.0,0.6875,0.35714285714285715,0.75,1.0,0.6666666666666666,0.0,0.12500000248352686,1.0,0.1937500024214387,0.0,0.0,1.0,1.0,0.5,0.0,1.0
30801920.0,0.0,0.0,0.2361111119389534,1.0,0.16666666666666666,1.0,0.19333333373069764,0.0,0.0,0.9444444444444444,0.0,0.9,0.0,1.0,0.6666666666666666,0.4154761942724387,0.8,0.9722222238779068,0.5,0.0,0.05555555555555555,1.0,0.020833333333333332,0.0,0.07142857142857142,1.0,1.0,0.3333333333333333,0.0,0.0
31129600.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,0.3472222238779068,0.1875,0.0,0.4333333343267441,0.0,1.0,0.0,1.0,0.75,0.6089743605026832,1.0,1.0,0.0,0.0,0.09259259369638231,1.0,0.36517857760190964,0.0,0.08333333333333333,1.0,1.0,0.3333333333333333,0.0,0.5
31457280.0,0.5,0.0,0.5,0.9375,0.0,1.0,0.07692307692307693,0.21428571428571427,0.0,0.4166666716337204,0.0,1.0,0.0,1.0,0.25,0.375,1.0,1.0,0.25,0.0,0.1,1.0,0.15277777860562006,0.0,0.037037038140826754,1.0,1.0,0.6666666666666666,0.08888888955116273,0.0
32112640.0,1.0,0.0,0.375,1.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.43452381023338865,0.8571428571428571,1.0,0.0,0.0,0.25,1.0,0.1346153846153846,0.0,0.0,1.0,1.0,1.0,0.03333333432674408,1.0
34078720.0,1.0,0.0,0.2,0.8,0.0,0.7,0.08333333333333333,0.0,0.0,0.5833333333333334,0.0,1.0,0.0,1.0,0.5,0.6190476247242519,1.0,1.0,1.0,0.0,0.0,1.0,0.1896103932098909,0.0,0.25,1.0,1.0,1.0,0.125,0.0
34406400.0,1.0,0.08333333333333333,0.375,0.7142857142857143,0.0,1.0,0.0,0.2,0.0,0.75,0.0,1.0,0.0,1.0,0.5,0.2986111119389534,0.8333333333333334,1.0,0.5,0.0,0.3333333333333333,1.0,0.395604398388129,0.0,0.0,1.0,0.8888888888888888,0.875,0.07692307692307693,0.5
34734080.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.875,0.07575757666067644,0.16666666666666666,0.0,0.6,0.0,1.0,0.0,1.0,1.0,0.5454545454545454,0.9375,1.0,1.0,0.0,0.3,1.0,0.20312500186264515,0.0,0.0,1.0,1.0,1.0,0.06666666865348816,0.75
35061760.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.9285714285714286,0.1041666679084301,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.46875,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.15,0.0,0.0,1.0,1.0,1.0,0.25,0.75
35389440.0,1.0,0.0,1.0,0.2222222222222222,0.0,1.0,0.05555555555555555,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.31481481591860455,1.0,1.0,1.0,0.0,0.0,1.0,0.2760416679084301,0.0,0.0,1.0,0.9545454545454546,1.0,0.25,0.5625
35717120.0,1.0,0.0,1.0,0.3518518540594313,0.0,1.0,0.04761904903820583,0.0,0.0,0.0,0.0,1.0,0.0,0.9722222238779068,1.0,1.0,1.0,1.0,1.0,0.0,0.3,1.0,0.17592592702971566,0.0,0.0,1.0,1.0,1.0,0.5,0.6666666666666666
36044800.0,1.0,0.0,0.0,0.2916666666666667,0.0,0.7916666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.39166666865348815,0.0,0.375,0.75,0.9761904776096344,1.0,0.3,0.8571428571428571
36372480.0,1.0,1.0,1.0,0.589743591271914,0.0,0.8974358989642217,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.95,1.0,0.125,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.7777777777777778,1.0,1.0,0.0,0.2916666679084301
36700160.0,1.0,0.0,1.0,0.3928571471146175,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9743589758872986,0.0,0.4,1.0,1.0,1.0,0.0,0.75,1.0,0.35,0.0,1.0,0.9545454545454546,1.0,1.0,0.0,0.5238095266478402
37027840.0,0.9285714285714286,1.0,1.0,0.3511904797383717,0.5,0.8869047633239201,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9666666686534882,0.5,0.0,1.0,1.0,0.9629629651705424,0.0,1.0,1.0,0.375,0.0,1.0,1.0,0.9777777791023254,1.0,0.0,0.6458333358168602
37355520.0,0.75,0.3333333333333333,1.0,0.17000000029802323,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8148148159186045,0.9743589758872986,0.9743589758872986,1.0,0.0,0.7820512835796063
37683200.0,1.0,0.0,1.0,0.21222222447395325,0.0,0.90625,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9761904776096344,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6458333358168602,0.0,1.0,1.0,0.927083333954215,1.0,0.0,0.6923076946001786
38010880.0,1.0,0.625,0.6666666666666666,0.24222222566604615,0.0,0.9464285714285714,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.875,1.0,1.0,1.0,0.560606062412262,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,0.9666666666666667,1.0,0.0,0.8461538461538461
38338560.0,1.0,1.0,0.5,0.3822222252686818,0.0,0.953125,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4166666666666667,0.0,1.0,1.0,0.9226190490382058,1.0,0.0,0.846938778247152
38666240.0,0.978571429848671,1.0,0.0,0.3344155890601022,0.0,0.9904761910438538,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9076923086093023,0.8333333333333334,1.0,1.0,0.9666666666666667,0.9444444457689921,0.0,1.0,1.0,0.6,0.0,1.0,1.0,0.9375,1.0,0.25,0.8854166641831398
38993920.0,1.0,0.5,1.0,0.3655555595954259,0.0,0.9598214291036129,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9666666666666667,1.0,1.0,0.9880952366760799,1.0,0.904761906181063,0.0,1.0,1.0,0.75,0.0,1.0,1.0,0.9633699655532837,1.0,0.0,0.7218253995691027
39321600.0,0.977083332836628,1.0,0.7857142857142857,0.37916667107492685,0.1,0.961458332836628,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.9461538470708407,1.0,1.0,1.0,1.0,0.9848484830422835,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.9166666679084301,1.0,0.0,0.8328125011175871
39649280.0,0.96875,0.75,0.9,0.3492063562075297,0.03333333432674408,0.9400000015894572,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9777777791023254,1.0,1.0,1.0,1.0,0.8533333381017049,0.0,1.0,1.0,1.0,0.0,1.0,0.9755555550257365,0.7564102571744186,1.0,0.0,0.8761904793126243
39976960.0,1.0,0.7,0.9666666686534882,0.2977777828772863,0.125,0.8938095291455587,1.0,1.0,0.0,1.0,0.0,0.975,0.0,0.909226194024086,0.8571428571428571,1.0,0.9761904776096344,1.0,0.7666666686534882,0.0,1.0,1.0,1.0,0.0,1.0,0.9666666686534882,0.6544444461663564,1.0,0.5,0.8165922667831182
40304640.0,0.977083332836628,1.0,0.9375,0.480952388048172,0.07407407462596893,0.9562500007450581,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.9479166679084301,0.875,1.0,1.0,1.0,0.8312500007450581,0.0,1.0,1.0,1.0,0.0,0.9375,0.9677083306014538,0.7811111132303874,1.0,0.0,0.873809527605772
40632320.0,0.9866666674613953,0.625,0.875,0.2988888919353485,0.07692307692307693,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8229166679084301,1.0,1.0,1.0,1.0,0.9166666679084301,0.0,1.0,1.0,0.9166666666666666,0.0,1.0,0.9583333358168602,0.7958333380520344,1.0,1.0,0.7942708395421505
40960000.0,1.0,0.75,0.775,0.38555555740992226,0.10714285714285714,0.9166666679084301,1.0,0.9444444444444444,0.0,1.0,0.0,1.0,0.0,0.8755555570125579,0.8888888888888888,1.0,1.0,1.0,0.8177777846654256,0.0,1.0,1.0,0.8333333333333334,0.0,1.0,0.9666666686534882,0.7857142857142857,1.0,1.0,0.764434527605772
41287680.0,0.9761904776096344,0.9375,0.8809523837906974,0.31462585500308443,0.06818181818181818,0.9097222238779068,0.8,1.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.9416666676600774,1.0,1.0,0.9333333333333333,1.0,0.825520833954215,0.0,1.0,1.0,0.75,0.0,1.0,0.9250000007450581,0.772222222884496,1.0,1.0,0.9066666682561239
41615360.0,1.0,0.6111111144224802,0.8630952409335545,0.3433333357175191,0.1736111119389534,0.9107142857142857,0.9166666666666666,0.9,0.0,1.0,0.0,1.0,0.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7588126212358475,0.0,1.0,1.0,0.8333333333333334,0.0,1.0,0.9354166686534882,0.8333333347524915,1.0,0.5,0.875
41943040.0,0.9333333333333333,0.5625,0.9583333347524915,0.2755555589993795,0.11904762046677726,0.9444444457689921,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7153846185940963,0.9107142857142857,1.0,1.0,1.0,0.9379464313387871,0.0,1.0,1.0,1.0,0.6666666666666666,0.9910714291036129,0.9866666674613953,0.751388892531395,1.0,0.0,0.8944444457689921
42270720.0,1.0,0.6666666666666666,0.7777777830759685,0.3055555572112401,0.14871795016985673,0.8611111111111112,1.0,0.9305555572112402,0.2857142857142857,1.0,0.0,1.0,0.15151515332135287,0.6666666686534881,0.9515151544050737,1.0,0.9761904776096344,1.0,0.8416666686534882,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.8125,1.0,0.5,0.9166666666666666
42598400.0,1.0,0.6875,0.9388888915379842,0.3611111144224803,0.1937996055930853,0.8472222288449606,1.0,1.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.7954545481638475,0.8928571428571429,1.0,1.0,1.0,0.883333332836628,0.0,1.0,1.0,0.9444444444444444,0.0,1.0,0.9615384615384616,0.8122222244739532,1.0,1.0,0.9423076923076923
42926080.0,0.9743589758872986,0.7142857142857143,0.7380952388048172,0.5,0.2261904776096344,0.8888888888888888,1.0,0.9642857142857143,0.14285714285714285,0.9875000007450581,0.0,1.0,0.07142857142857142,0.583333338300387,0.9444444477558136,0.9722222238779068,1.0,1.0,0.931696429848671,0.0,1.0,1.0,0.8888888888888888,0.0,0.9791666679084301,1.0,0.7083333343267441,1.0,1.0,0.8303030322898518
43253760.0,0.8928571428571429,1.0,0.82000000278155,0.180555559694767,0.3927083360031247,0.6875,0.7666666686534882,0.975,0.2857142857142857,1.0,0.0,1.0,0.14285714285714285,0.6666666702790693,0.9682539701461792,1.0,1.0,1.0,0.7979166712611914,0.0,1.0,1.0,1.0,0.5,1.0,0.9642857142857143,0.969696971503171,1.0,0.875,0.8333333363899817
43581440.0,0.9487179517745972,0.9333333333333333,0.907738097012043,0.648148152563307,0.12500000186264515,1.0,0.6666666666666666,1.0,0.28787878968498926,0.9642857142857143,0.0,1.0,0.16666666756976733,0.7678571449858802,0.8866666674613952,0.969696971503171,1.0,1.0,0.9041666686534882,0.0,1.0,1.0,0.8888888888888888,0.5714285714285714,0.9791666679084301,1.0,0.6041666716337204,0.9583333358168602,0.9666666686534882,1.0
