_step,f3kbnp7c/performance,83sw56vv/performance,f96rsm1t/performance,1s9kajmx/performance,2jwyaqd5/performance,2p8se09u/performance,rfa4es0v/performance,1j156n0b/performance,wmf1spi3/performance,pubsh5iz/performance,i604q9kk/performance,i66q5q6c/performance,inkc423m/performance,j8345wrp/performance,8ulcfals/performance,cpxcapzp/performance,pn2k2cdo/performance,zbeoiuwc/performance,cdo8tivu/performance,5fjfcuva/performance,tq05ghvb/performance,lg8hfri5/performance,9l680v6n/performance,lltfqvn0/performance,ugqphff1/performance,osh6mo8g/performance,mfhyzfnx/performance,aovniy7l/performance,o840aya9/performance,nahuxk0l/performance
40632320.0,0.9166666666666666,1.0,0.9090909090909091,0.13636363636363635,0.9285714285714286,0.9666666686534882,0.8422222256660461,0.9333333333333333,1.0,0.875,0.9666666666666667,1.0,0.8958333358168602,0.6666666666666666,1.0,0.9090909090909091,0.9322916679084301,0.9277777791023254,0.6878787902268496,1.0,0.0,1.0,0.6677083354443312,1.0,1.0,1.0,0.0,0.8270833343267441,0.7380952409335545,0.9444444444444444
40960000.0,1.0,0.875,1.0,0.022727272727272728,0.8777777791023255,0.9090909090909091,0.8031250014901161,0.9611111124356587,1.0,0.7948717979284433,1.0,1.0,0.9349206368128459,0.75,1.0,1.0,0.9895833320915699,0.9833333333333333,0.8636363663456657,1.0,0.2,1.0,0.8501587351163228,1.0,1.0,0.9791666679084301,0.0,0.5916666707822255,0.6369047633239201,1.0
41287680.0,0.8589743605026832,0.9166666666666666,0.9777777791023254,0.12121212211522189,0.9166666679084301,0.9074074096149869,0.870129872452129,0.8666666666666667,1.0,0.8214285714285714,0.9846153855323792,1.0,0.9404761918953487,0.8125,1.0,1.0,0.9333333333333333,0.921875,0.4318181818181818,1.0,0.25,1.0,0.6380952426365444,1.0,1.0,0.9311111132303874,0.0,0.7435897497030405,0.7243589781797849,1.0
41615360.0,0.9761904776096344,1.0,0.9771428585052491,0.19230769230769232,0.95,1.0,0.797777779897054,0.9615384615384616,1.0,0.7948717979284433,0.9038461538461539,1.0,0.9023809560707637,0.6111111111111112,1.0,1.0,0.9791666679084301,0.9791666679084301,0.75,1.0,0.0,1.0,0.8148809559643269,1.0,1.0,0.9866666674613953,0.0,0.5653846172186044,0.7954545454545454,1.0
41943040.0,1.0,1.0,1.0,0.13636363636363635,0.9682539661725362,1.0,0.8111111124356588,0.9345238102333886,1.0,0.6071428582072258,1.0,1.0,0.8555555582046509,0.7,0.9666666686534882,1.0,0.9700000007947286,0.9791666679084301,0.5,1.0,0.14285714285714285,1.0,0.7698412716388703,1.0,1.0,0.9555555562178294,0.0,0.9333333373069763,0.6375000067055225,1.0
42270720.0,1.0,1.0,1.0,0.31818182089112024,0.9551282066565293,1.0,0.7208333350718021,1.0,1.0,0.6666666716337204,1.0,1.0,0.8269230769230769,0.7,1.0,1.0,1.0,0.9322916679084301,0.3333333333333333,0.9821428571428571,0.0,1.0,0.7877777814865112,1.0,1.0,0.9611111124356587,0.0,0.7261904776096344,0.7680555582046509,1.0
42598400.0,0.9285714285714286,0.6666666666666666,1.0,0.13690476545265742,0.9111111124356588,0.8958333333333334,0.75,1.0,1.0,0.555555559694767,1.0,1.0,0.8928571428571429,0.5555555572112402,1.0,1.0,0.953125,1.0,0.375,1.0,0.0,1.0,0.7733333388964335,1.0,1.0,1.0,0.0,0.875,0.8144444485505422,1.0
42926080.0,0.875,1.0,0.9903846153846154,0.027777778605620067,0.875,1.0,0.8303030295805498,0.8888888888888888,1.0,0.6291666676600774,1.0,1.0,0.9119047607694354,0.6969696987758983,0.95,1.0,0.9404761918953487,0.984375,0.5714285714285714,1.0,0.05,1.0,0.8444444457689921,1.0,1.0,0.95,0.0,0.39743589896422166,0.7011111160119374,1.0
43253760.0,0.95,1.0,0.9807692307692307,0.10714285714285714,0.9583333333333334,1.0,0.6615873038768768,0.9404761918953487,1.0,0.6190476247242519,1.0,1.0,0.904761906181063,0.7976190490382058,1.0,1.0,0.8866666674613952,0.9611111124356587,0.875,0.9666666666666667,0.07142857142857142,1.0,0.6177777826786042,1.0,1.0,0.9166666666666666,0.0,0.7000000029802322,0.9044444481531779,1.0
43581440.0,1.0,0.9285714285714286,1.0,0.15151515332135287,0.75,0.75,0.6866666674613953,0.85,1.0,0.6437500026077032,0.9761904776096344,1.0,0.9142857151372092,0.779761906181063,1.0,1.0,1.0,0.9,0.35714285714285715,1.0,0.03125,1.0,0.7595238132136208,1.0,1.0,0.9777777791023254,0.0,0.5416666666666666,0.8100000003973643,1.0
43909120.0,0.9,1.0,1.0,0.24285714541162765,0.8866666674613952,1.0,0.6464285722800663,0.9761904776096344,1.0,0.6531250067055225,0.9833333333333333,1.0,0.9404761918953487,0.7272727299820293,1.0,1.0,0.96875,0.9666666666666667,0.5,1.0,0.13020833395421505,1.0,0.5000000024835268,1.0,1.0,1.0,0.0,0.75,0.8385416679084301,1.0
44236800.0,1.0,1.0,1.0,0.41282051457808566,0.9666666666666667,1.0,0.6858974374257601,0.9444444444444444,1.0,0.785714287843023,0.984375,1.0,0.9807692307692307,0.6666666716337204,1.0,1.0,0.9166666666666666,0.9821428571428571,1.0,1.0,0.125,1.0,0.7083333358168602,1.0,1.0,1.0,0.0,0.3333333333333333,0.8214285714285714,1.0
44564480.0,1.0,1.0,1.0,0.18571428848164423,0.7878787896849893,1.0,0.779761906181063,0.9800000011920929,1.0,0.9166666702790693,1.0,1.0,0.8692307701477637,0.6547619083098003,1.0,1.0,0.8761904793126243,1.0,0.5,1.0,0.3333333333333333,1.0,0.8114583343267441,1.0,0.9866666674613953,0.95,0.0,0.7142857142857143,0.8366666674613953,1.0
44892160.0,0.8333333333333334,1.0,0.9761904776096344,0.3541666691501935,0.9102564133130587,1.0,0.8636363636363636,1.0,1.0,0.645833333954215,1.0,1.0,0.8205128220411447,0.500000003973643,1.0,1.0,0.9270833358168602,0.9583333333333334,0.6666666666666666,1.0,0.12121212211522189,1.0,0.5555555572112402,1.0,1.0,1.0,0.0,0.4,0.9277777791023254,1.0
45219840.0,0.9,1.0,1.0,0.26190476545265745,0.8055555572112402,1.0,0.8333333333333334,0.96875,1.0,0.5487179526915917,1.0,1.0,0.7727272727272727,0.7288888911406199,1.0,1.0,0.9358974374257601,0.8888888888888888,1.0,1.0,0.3779761915405591,1.0,0.7407407429483202,1.0,1.0,0.9,0.0,1.0,0.7202380959476743,1.0
45547520.0,1.0,1.0,1.0,0.31666666666666665,0.7272727272727273,1.0,0.8833333343267441,0.9166666666666666,1.0,0.6794871825438279,1.0,1.0,0.8333333333333334,0.6885416693985462,1.0,1.0,0.9259259303410848,0.8974358989642217,1.0,1.0,0.23214285714285715,1.0,0.6282051297334524,1.0,0.9777777791023254,0.8333333358168602,0.0,0.125,0.8666666666666667,1.0
45875200.0,0.8,1.0,1.0,0.2357142918876239,0.95,1.0,0.7291666679084301,0.9166666666666666,1.0,0.7500000024835268,1.0,1.0,0.775,0.6611111183961232,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,0.17222222288449604,1.0,0.8030303039334037,1.0,1.0,1.0,0.0,0.22222222884496054,0.8422619054714838,1.0
46202880.0,1.0,1.0,1.0,0.22023809594767435,0.9090909090909091,1.0,0.8125,0.9583333333333334,1.0,0.527777781089147,0.9545454545454546,1.0,0.8846153846153846,0.6718750018626451,0.9861111094554266,1.0,0.9230769230769231,1.0,0.8571428571428571,1.0,0.12820512973345244,1.0,0.7875000014901161,1.0,1.0,1.0,0.0,0.5,0.8194444477558136,
46530560.0,1.0,1.0,1.0,0.40625000186264515,0.5833333347524915,1.0,0.5909090909090909,0.875,1.0,0.53690476502691,1.0,1.0,0.7424242442304437,0.6978022020596725,1.0,1.0,0.7361111144224802,1.0,1.0,1.0,0.1512820548736132,1.0,0.8571428614003318,1.0,1.0,1.0,0.0,0.6,0.9222222208976746,
46858240.0,1.0,1.0,1.0,0.15357143112591334,0.75,1.0,0.6666666666666666,0.9545454545454546,1.0,0.7027777805924416,1.0,1.0,0.9000000029802322,0.7011904801641192,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.3166666706403097,1.0,0.9375,1.0,1.0,1.0,0.08333333333333333,1.0,0.9166666666666666,
47185920.0,1.0,1.0,1.0,0.45833333900996615,0.719696971503171,1.0,0.78125,1.0,1.0,0.7000000019868214,1.0,0.9761904776096344,0.5909090909090909,0.7875000064571699,1.0,1.0,0.5714285714285714,1.0,0.8888888888888888,1.0,0.35000000042574747,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.9230769230769231,
47513600.0,1.0,1.0,1.0,0.5,0.9285714285714286,1.0,0.75,1.0,1.0,0.5615384670404288,1.0,1.0,1.0,0.5433333377043407,1.0,1.0,0.7870370381408267,0.875,1.0,1.0,0.32222222685813906,1.0,0.5,1.0,1.0,1.0,0.03333333333333333,0.8571428571428571,0.7948717979284433,
47841280.0,1.0,1.0,1.0,0.18452381023338862,0.8125,1.0,0.75,1.0,1.0,0.7,0.9722222238779068,1.0,1.0,0.77777777860562,1.0,1.0,0.6111111111111112,1.0,1.0,1.0,0.20833333688122885,1.0,0.875,1.0,1.0,1.0,0.0,1.0,0.9358974374257601,
48168960.0,1.0,1.0,1.0,0.3461538484463325,0.6875,1.0,0.75,1.0,1.0,0.5512820528103755,0.9615384615384616,1.0,0.8,0.5444444477558136,1.0,1.0,0.8611111111111112,0.9375,1.0,1.0,0.38253968954086304,1.0,0.5,1.0,1.0,1.0,0.05,1.0,0.8846153846153846,
48496640.0,1.0,1.0,1.0,0.1666666681949909,0.6833333373069763,0.9904761910438538,0.8333333333333334,1.0,1.0,0.7261904776096344,1.0,1.0,0.8,0.7794871834608225,1.0,1.0,1.0,1.0,1.0,1.0,0.46250000316649675,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8181818181818182,
48824320.0,1.0,1.0,1.0,0.278571428997176,0.875,1.0,0.625,0.9583333347524915,1.0,0.6818181818181818,1.0,1.0,0.8518518540594313,0.727380959050996,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,0.5729166688397527,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.9285714285714286,0.8125,
49152000.0,1.0,1.0,1.0,0.33333333784883673,0.75,0.932142857994352,1.0,1.0,1.0,0.708333338300387,1.0,1.0,0.8518518540594313,0.6250000024835268,1.0,1.0,0.75,1.0,1.0,1.0,0.48750000167638063,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.7037037048074934,
49479680.0,0.9857142865657806,1.0,0.9615384615384616,0.14814815256330702,0.7857142857142857,0.9333333333333333,0.4166666666666667,1.0,1.0,0.7833333343267441,0.9285714285714286,1.0,1.0,0.6600000043710073,1.0,1.0,1.0,1.0,1.0,1.0,0.5035714336803981,1.0,0.6666666666666666,1.0,1.0,1.0,0.019230769230769232,1.0,0.5714285714285714,
49807360.0,1.0,1.0,1.0,0.14814814925193787,0.7222222238779068,0.9743589758872986,0.8,1.0,1.0,0.84375,1.0,1.0,1.0,0.5833333351395347,1.0,1.0,0.75,1.0,0.9821428571428571,1.0,0.602564105620751,1.0,1.0,0.9761904776096344,1.0,1.0,0.05,0.8888888888888888,0.8,
50135040.0,1.0,1.0,0.9777777791023254,0.5166666686534882,0.8333333333333334,1.0,1.0,1.0,1.0,0.8916666686534882,1.0,1.0,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,0.5671768741948264,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,
50462720.0,1.0,1.0,1.0,0.2777777777777778,,1.0,1.0,0.9777777791023254,1.0,0.500000002709302,0.9166666666666666,1.0,0.9166666666666666,0.5000000021287373,1.0,1.0,1.0,1.0,1.0,1.0,0.6487179559010726,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,
50790400.0,0.9866666674613953,0.9846153855323792,1.0,0.18181818181818182,,0.953125,1.0,0.9615384615384616,1.0,0.6666666695049831,1.0,1.0,0.9761904776096344,0.6111111119389534,1.0,1.0,1.0,1.0,0.947777779897054,1.0,0.5000000022924863,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.8636363636363636,0.6666666695049831,
51118080.0,1.0,1.0,1.0,0.2121212130243128,,1.0,1.0,0.9821428571428571,1.0,0.7727272727272727,0.9,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.6388888915379842,1.0,1.0,1.0,1.0,1.0,0.0,0.7500000059604645,0.75,
51445760.0,1.0,1.0,1.0,0.39166666865348815,,1.0,0.9166666666666666,1.0,1.0,0.875,1.0,1.0,1.0,0.65,1.0,0.9583333333333334,1.0,1.0,0.9791666679084301,1.0,0.5625,1.0,0.8,1.0,0.9,1.0,0.16666666666666666,1.0,0.75,
51773440.0,1.0,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,1.0,0.4761904776096344,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.9375,1.0,1.0,1.0,0.5333333373069763,1.0,0.875,1.0,0.75,1.0,0.0,1.0,1.0,
52101120.0,1.0,0.9404761918953487,1.0,0.1,,0.9833333333333333,0.8636363636363636,0.9358974374257601,1.0,0.5625,1.0,1.0,1.0,0.8333333351395347,1.0,1.0,1.0,1.0,0.9375,1.0,0.6666666666666666,1.0,0.8,1.0,1.0,1.0,0.0,0.875,0.8,
52428800.0,1.0,1.0,0.9285714285714286,0.4444444477558136,,0.9242424260486256,1.0,0.9857142865657806,1.0,0.875,1.0,1.0,1.0,0.4791666679084301,1.0,1.0,1.0,1.0,0.9833333333333333,1.0,0.5952380980764117,1.0,1.0,1.0,0.9333333373069763,1.0,0.0,0.75,0.0,
52756480.0,1.0,1.0,1.0,0.4166666666666667,,0.9230769230769231,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,0.5625,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,0.7037037048074934,1.0,1.0,1.0,1.0,1.0,0.0,0.7569444477558136,0.75,
53084160.0,1.0,1.0,1.0,0.4,,1.0,0.8518518540594313,1.0,1.0,0.7820512835796063,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.9384615386907871,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8636363636363636,1.0,
53411840.0,1.0,1.0,0.9777777791023254,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9583333358168602,1.0,0.9285714285714286,1.0,0.5,1.0,0.9444444444444444,1.0,1.0,1.0,0.0,0.75,0.875,
53739520.0,1.0,1.0,1.0,0.5625,,0.9807692307692307,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.75,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.6666666666666666,1.0,0.9166666686534881,1.0,1.0,1.0,0.0,0.6738095240933555,0.8333333333333334,
54067200.0,1.0,1.0,0.9761904776096344,0.42857142857142855,,1.0,0.9,0.9523809552192688,1.0,0.8888888888888888,0.9866666674613953,0.9615384615384616,1.0,0.8333333358168602,1.0,1.0,1.0,1.0,0.9404761918953487,1.0,1.0,1.0,0.9107142857142857,1.0,1.0,1.0,0.4,0.8035714291036129,0.75,
54394880.0,1.0,1.0,1.0,0.3333333333333333,,0.9305555572112402,0.9090909090909091,0.9644444465637207,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.9743589758872986,1.0,1.0,1.0,0.6666666666666666,1.0,0.9023809539420264,1.0,1.0,1.0,0.14285714285714285,0.8333333333333334,1.0,
54722560.0,1.0,1.0,1.0,0.6666666666666666,,1.0,0.9444444477558136,1.0,1.0,0.8958333358168602,1.0,1.0,1.0,0.9,1.0,0.9777777791023254,0.9222222228844961,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.6733631007373333,0.7142857142857143,
55050240.0,1.0,1.0,1.0,0.7,,0.9166666666666666,0.904761906181063,1.0,1.0,1.0,1.0,1.0,1.0,0.7166666686534882,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.93939394029704,1.0,0.8333333333333334,1.0,0.0,0.9807692307692307,1.0,
55377920.0,1.0,1.0,1.0,0.875,,0.9166666666666666,0.9761904776096344,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,0.9666666666666667,1.0,1.0,0.7857142857142857,1.0,0.9866666674613953,1.0,1.0,1.0,0.25,0.8952381014823914,0.8571428571428571,
55705600.0,0.8,1.0,1.0,0.9750000014901161,,0.8787878805940802,1.0,1.0,1.0,0.8472222238779068,1.0,1.0,1.0,1.0,1.0,1.0,0.9611111124356587,1.0,0.9545454545454546,1.0,0.75,1.0,0.9910714291036129,1.0,1.0,1.0,0.16666666666666666,0.7777777791023255,0.8,
56033280.0,1.0,0.9166666666666666,1.0,0.8125,,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8041666696468989,1.0,0.9,1.0,0.0,0.7895833365619183,0.9285714285714286,
56360960.0,1.0,1.0,1.0,1.0,,1.0,0.9761904776096344,0.8974358989642217,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.9666666686534882,1.0,0.9230769230769231,1.0,1.0,1.0,0.953125,1.0,1.0,1.0,0.14285714285714285,0.6866666694482167,0.9444444444444444,
56688640.0,1.0,1.0,1.0,0.75,,0.9642857142857143,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9479166679084301,1.0,1.0,0.9583333358168602,1.0,0.75,1.0,0.984375,1.0,1.0,1.0,0.08333333333333333,0.8392857185431889,1.0,
57016320.0,1.0,1.0,0.9615384615384616,0.75,,0.9642857142857143,0.9444444457689921,0.9807692307692307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.7222222248713176,1.0,1.0,1.0,0.36666666716337204,0.7187500037252903,1.0,
57344000.0,0.9,1.0,1.0,0.8333333333333334,,0.9038461538461539,0.9642857142857143,0.9230769230769231,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9846153855323792,1.0,1.0,1.0,1.0,1.0,0.914102568076207,1.0,1.0,1.0,0.0,0.7444444457689922,0.969696971503171,
57671680.0,1.0,1.0,1.0,0.9166666686534881,,1.0,0.953333334128062,0.8722222248713175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.7711111148198445,1.0,1.0,1.0,0.25,0.7051282066565293,0.9230769230769231,
57999360.0,1.0,1.0,1.0,0.6818181818181818,,1.0,0.9479166679084301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8928571428571429,1.0,0.75,1.0,0.5,1.0,0.9230769230769231,1.0,1.0,1.0,0.25,0.7666666686534882,0.9074074096149869,
58327040.0,0.9583333358168602,1.0,1.0,0.8636363636363636,,1.0,0.9833333313465118,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9464285714285714,1.0,0.8888888888888888,1.0,1.0,1.0,0.7492063522338868,1.0,1.0,1.0,0.3958333358168602,0.6410256417898031,0.9821428571428571,
58654720.0,1.0,1.0,1.0,0.8888888905445734,,0.8666666686534882,0.8933333357175192,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9076923086093023,1.0,1.0,1.0,1.0,1.0,0.9018315076828003,1.0,0.9777777791023254,1.0,0.3,0.7307692330617171,0.8782051297334524,
58982400.0,1.0,1.0,1.0,0.9166666686534881,,1.0,0.8974358989642217,0.875,1.0,1.0,1.0,1.0,0.9666666686534882,1.0,0.9791666679084301,1.0,0.9038461538461539,1.0,1.0,1.0,1.0,1.0,0.7422222276528676,1.0,1.0,1.0,0.0,0.7638888905445734,1.0,
59310080.0,1.0,1.0,0.9090909090909091,0.9230769230769231,,1.0,0.9555555582046509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.779761906181063,1.0,0.9761904776096344,1.0,0.5,0.7272727272727273,1.0,
59637760.0,1.0,1.0,1.0,0.8928571428571429,,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.9916666666666667,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.8000000019868215,1.0,1.0,1.0,0.3888888888888889,0.5750000029802322,0.9833333333333333,
59965440.0,1.0,1.0,1.0,0.8703703714741601,,1.0,1.0,0.9358974374257601,1.0,0.9166666666666666,1.0,1.0,1.0,0.9761904776096344,1.0,0.9642857142857143,0.9743589758872986,1.0,1.0,1.0,1.0,1.0,0.7261904797383717,1.0,1.0,1.0,0.5,0.6166666686534882,1.0,
60293120.0,1.0,1.0,0.9807692307692307,1.0,,1.0,0.8333333340974954,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,0.9666666666666667,0.9230769230769231,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.631818184798414,1.0,1.0,1.0,0.33333333409749544,0.7153846163016099,0.9047619054714838,
60620800.0,1.0,1.0,1.0,0.8452380980764117,,0.9743589758872986,0.8571428571428571,0.8928571428571429,1.0,1.0,1.0,1.0,0.969696971503171,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.875,1.0,0.6785714285714286,1.0,1.0,1.0,0.39393939484249463,0.6785714307001659,0.95,
60948480.0,1.0,1.0,1.0,0.8690476204667773,,0.9230769230769231,0.9090909090909091,0.9772727272727273,1.0,1.0,1.0,1.0,1.0,0.9653846163016099,1.0,1.0,0.9277777791023254,1.0,1.0,1.0,1.0,1.0,0.6666666681949909,1.0,1.0,1.0,0.45,0.6203703714741601,0.9777777791023254,
61276160.0,1.0,1.0,0.9642857142857143,0.4444444444444444,,1.0,0.6785714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.880208333954215,1.0,1.0,1.0,1.0,1.0,0.6000000029802323,0.9722222238779068,0.9666666666666667,1.0,0.35,0.5555555555555556,0.9743589758872986,
61603840.0,1.0,1.0,1.0,1.0,,0.9166666666666666,0.9166666666666666,0.9666666686534882,1.0,1.0,1.0,1.0,1.0,1.0,0.9791666666666666,1.0,0.8974358989642217,1.0,1.0,1.0,1.0,1.0,0.5064102594669049,1.0,0.984375,1.0,0.560606062412262,0.71875,0.9666666666666667,
61931520.0,1.0,1.0,1.0,0.9545454545454546,,1.0,0.6818181818181818,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8820512867890872,1.0,1.0,1.0,1.0,1.0,0.5166666686534882,1.0,1.0,1.0,0.5833333358168602,0.625,1.0,
62259200.0,1.0,0.96875,1.0,0.9285714285714286,,0.9821428571428571,0.777777781089147,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9807692307692307,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.4583333333333333,0.4583333358168602,0.96875,
62586880.0,1.0,1.0,0.9166666666666666,0.8181818181818182,,1.0,0.8787878805940802,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8974358989642217,1.0,0.9285714285714286,1.0,1.0,1.0,0.6875,1.0,1.0,1.0,0.5576923076923077,0.85,1.0,
62914560.0,1.0,1.0,0.9,0.75,,1.0,0.9375,0.9743589758872986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,0.6388888888888888,1.0,1.0,1.0,0.42592592702971566,0.6666666666666666,0.9777777791023254,
63242240.0,1.0,1.0,0.9833333343267441,0.8928571428571429,,1.0,0.75,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.4924242442304438,0.42592592702971566,1.0,
63569920.0,1.0,1.0,1.0,0.9551282066565293,,1.0,0.9333333373069763,1.0,1.0,1.0,1.0,1.0,1.0,0.9404761918953487,1.0,1.0,0.7222222222222222,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4696969715031711,0.6,0.9523809552192688,
63897600.0,1.0,1.0,0.9642857142857143,0.7976190490382058,,0.9444444457689921,0.8055555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333399560716,1.0,0.953333334128062,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.6472222258647283,0.9166666666666666,1.0,
64225280.0,1.0,1.0,1.0,0.8333333347524915,,1.0,0.4523809552192688,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.8461538461538461,0.8518518540594313,0.9230769230769231,
64552960.0,1.0,1.0,1.0,0.7692307715232556,,1.0,0.7962962985038757,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,0.8484848493879492,1.0,1.0,1.0,0.9791666679084301,1.0,0.8333333333333334,1.0,1.0,1.0,0.6805555572112402,1.0,0.9583333333333334,
64880640.0,1.0,1.0,0.8409090909090909,0.763333335518837,,1.0,1.0,0.9404761918953487,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666667,1.0,0.8636363636363636,1.0,1.0,1.0,0.9888888875643412,1.0,0.6666666666666666,1.0,0.9583333333333334,1.0,0.38461538690787095,0.875,0.9615384615384616,
65208320.0,1.0,1.0,0.9404761918953487,0.8214285714285714,,0.9666666666666667,0.6111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,0.9642857142857143,1.0,0.9666666666666667,1.0,0.9700000007947286,1.0,0.6666666666666666,1.0,1.0,1.0,0.4722222238779068,1.0,0.9772727272727273,
65536000.0,1.0,1.0,1.0,0.8194444452722868,,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9807692307692307,1.0,0.9,1.0,1.0,1.0,0.9791666679084301,1.0,0.8,1.0,1.0,1.0,0.5454545481638475,0.9375,0.9090909090909091,
65863680.0,1.0,1.0,0.9642857142857143,0.7976190511669431,,1.0,0.5,0.9743589758872986,1.0,1.0,1.0,1.0,1.0,1.0,0.9880952388048172,1.0,0.8888888888888888,1.0,1.0,1.0,0.984375,1.0,0.8,1.0,1.0,1.0,0.7500000054186041,1.0,1.0,
66191360.0,1.0,1.0,1.0,0.7472222248713175,,1.0,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9777777791023254,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7083333333333334,0.8888888888888888,1.0,
66519040.0,1.0,1.0,0.9333333333333333,0.7916666666666666,,1.0,0.6296296318372091,0.9777777791023254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.9791666679084301,1.0,1.0,1.0,1.0,1.0,0.7410256427067977,0.6333333373069763,1.0,
66846720.0,0.9230769230769231,1.0,1.0,0.7692307692307693,,0.9821428571428571,0.65,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,0.9666666686534882,1.0,1.0,1.0,1.0,1.0,1.0,0.9866666674613953,1.0,0.7142857142857143,1.0,0.8333333333333334,1.0,0.6000000055019672,1.0,1.0,
67174400.0,0.9166666666666666,1.0,1.0,0.9615384615384616,,0.9615384615384616,0.7916666679084301,0.9761904776096344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,1.0,1.0,0.75,1.0,0.9285714285714286,1.0,0.7153846163016099,1.0,0.8333333333333334,
