_step,f3kbnp7c/performance,83sw56vv/performance,f96rsm1t/performance,1s9kajmx/performance,2jwyaqd5/performance,2p8se09u/performance,rfa4es0v/performance,1j156n0b/performance,wmf1spi3/performance,pubsh5iz/performance,i604q9kk/performance,i66q5q6c/performance,inkc423m/performance,j8345wrp/performance,8ulcfals/performance,cpxcapzp/performance,pn2k2cdo/performance,zbeoiuwc/performance,cdo8tivu/performance,5fjfcuva/performance,tq05ghvb/performance,lg8hfri5/performance,9l680v6n/performance,lltfqvn0/performance,ugqphff1/performance,osh6mo8g/performance,mfhyzfnx/performance,aovniy7l/performance,o840aya9/performance,nahuxk0l/performance
20643840.0,0.7968750018626451,0.7379894236723582,0.5635416693985462,0.0,0.0,0.9485367089509964,0.4425099268555641,0.038461538461538464,0.6611111164093018,0.0,0.0,0.0,0.0,0.0,0.8546130992472172,0.040178571827709675,0.0,0.0,0.804444448153178,0.84888889392217,0.0,0.0,0.16666666737624578,0.05,0.07692307692307693,0.0,0.0,0.44871795177459717,0.0,0.22037037511666616
20971520.0,0.5967261958867311,0.7544444481531779,0.6619047671556473,0.0,0.0,0.77015873392423,0.6142857159887042,0.09666666686534882,0.6863095313310623,0.0,0.0,0.0,0.0,0.0,0.7977678626775742,0.14615384890482977,0.0,0.0,0.657619059085846,0.7151695564389229,0.0,0.15454545481638474,0.17261904903820582,0.0,0.0,0.0,0.0,0.6466575190424919,0.0,0.2729166690260172
21299200.0,0.7487179522330945,0.936224490404129,0.6614583395421505,0.0,0.0,0.8593750037252903,0.5880952445524079,0.03333333333333333,0.5654761918953487,0.0,0.0,0.0,0.0,0.0,0.8790178596973419,0.15476190830980027,0.03571428571428571,0.0,0.5302083333954215,0.8489583358168602,0.0,0.1666666679084301,0.1777777800957362,0.052222223083178206,0.0,0.0,0.0,0.4724358973594812,0.0,0.3619791679084301
21626880.0,0.634375000372529,0.8142857193946839,0.6772222280502319,0.0,0.0,0.7281250078231096,0.8947916701436043,0.15312500344589353,0.7924107164144516,0.0,0.0,0.0,0.025641026405187752,0.0,0.8296875059604645,0.2656349221865336,0.125,0.0,0.7733333349227905,0.689126984278361,0.0,0.045454545454545456,0.18589743742576012,0.15476190618106297,0.08333333333333333,0.03571428571428571,0.0,0.5507936584097999,0.0,0.2639682561159134
21954560.0,0.42500000447034836,0.8515625,0.7382491608460744,0.0,0.0,0.82000000278155,0.6328125037252903,0.24666666686534883,0.5033333361148834,0.0,0.078125,0.0,0.0,0.0,0.710256413771556,0.3437500037252903,0.10000000024835269,0.0,0.5916666723787785,0.6793284555276234,0.0,0.08333333333333333,0.28974359310590303,0.1100000003973643,0.0,0.15320512996270105,0.0,0.5363095296280724,0.0,0.2374603231747945
22282240.0,0.47901786398142576,0.9311111132303874,0.7475396891434988,0.0,0.0,0.7802083380520344,0.6649206380049387,0.10625000111758709,0.691964291036129,0.0,0.0,0.0,0.0,0.0,0.8355555593967438,0.2001736145466566,0.08750000037252903,0.0,0.7806547656655312,0.7670370439688364,0.0,0.0692307696892665,0.10555555621782939,0.10777777830759684,0.0,0.125,0.0,0.5642857197672129,0.0,0.4672619083098003
22609920.0,0.5559523869305849,0.8571428571428571,0.7129464335739613,0.0,0.0,0.6515151560306549,0.6055555621782939,0.170634925365448,0.6730769276618958,0.0,0.06666666666666667,0.0,0.0,0.0,0.8134920660938535,0.2511904782482556,0.10952380994955699,0.0,0.6343750040978193,0.8064732179045677,0.0,0.10000000024835269,0.17555555800596873,0.263095240507807,0.07575757666067644,0.2617460350195567,0.0,0.5270833410322666,0.0,0.2861607177183032
22937600.0,0.5858974399474951,0.804920639594396,0.5206845263019204,0.0,0.0,0.780303033915433,0.6588888943195343,0.1628205145780857,0.4714285752602986,0.0,0.11538461538461539,0.0,0.0,0.0,0.8115384670404288,0.3764814873536428,0.06666666666666667,0.0,0.4375,0.7738095223903656,0.0,0.4791666691501935,0.1774305608123541,0.1777777800957362,0.0,0.2121212130243128,0.0,0.5976190492510796,0.0,0.569597079203679
23265280.0,0.4226190494373441,0.6615384633724506,0.6410714378580451,0.0,0.0,0.5833333333333334,0.7916666686534881,0.18177083507180214,0.6288888951142629,0.0,0.024489796587399075,0.0,0.06410256486672622,0.0,0.5777777800957362,0.2382653100149972,0.1944444457689921,0.0,0.7088888963063558,0.8285714345318931,0.0,0.3392857185431889,0.35520833544433117,0.2000000008514949,0.023809524519102915,0.2656250037252903,0.0,0.5480654817074537,0.0,0.43645833618938923
23592960.0,0.37820512973345244,0.838095241359302,0.660714287843023,0.0,0.0,0.75,0.5077777822812398,0.36458333767950535,0.6875000037252903,0.0,0.06666666865348816,0.0,0.008928571827709675,0.0,0.8214285714285714,0.41025641331305873,0.16622023936361074,0.0,0.6309523816619601,0.5740740762816535,0.0,0.4404761918953487,0.27666667103767395,0.26145833637565374,0.09090909090909091,0.39285714605024885,0.0,0.47777778406937915,0.0,0.5888888945182165
23920640.0,0.24615384752933794,0.8373015895485878,0.7638888905445734,0.0,0.0,0.5666666686534881,0.6904761918953487,0.13666666845480602,0.35256410332826466,0.0,0.125,0.0,0.06666666666666667,0.0,0.560606062412262,0.4775297697633505,0.2875000002483527,0.05952381023338863,0.759259260363049,0.6805555572112402,0.0,0.33555555740992227,0.3222222248713175,0.19871795177459717,0.08888888955116273,0.16833333571751913,0.0,0.47395833767950535,0.0,0.5994791705161333
24248320.0,0.3822222272555033,0.8400000015894572,0.5,0.0,0.0,0.7142857142857143,0.6871794920701247,0.11666666666666667,0.8,0.0,0.11875000037252903,0.0,0.041666666666666664,0.0,0.5416666666666666,0.5243589809307685,0.24399801855906844,0.0,0.8,0.5952380980764117,0.0,0.5416666695049831,0.3730654837563634,0.2600000023841858,0.018181818452748386,0.3901098966598511,0.0,0.4375000024835269,0.0,0.5322916712611914
24576000.0,0.6023809547935214,0.9305555572112402,0.8571428571428571,0.0,0.0,0.6538461538461539,0.42564102663443637,0.2638888905445735,0.8,0.0,0.19230769230769232,0.1,0.050000000993410745,0.0,0.7857142857142857,0.4571428606286645,0.14062500279396772,0.0,0.5,0.4166666666666667,0.0,0.6217261953279376,0.23962585308722087,0.49642857164144516,0.08333333333333333,0.4684523886867932,0.0,0.5878787907687101,0.0,0.6055555591980616
24903680.0,0.3512820532688728,0.7555555568801032,0.600000003973643,0.0,0.0,0.16666666666666666,0.7692307715232556,0.20416666846722364,0.5,0.0,0.14710884541273117,0.0,0.21527777860562006,0.0,0.55,0.6152777795990308,0.2690476216375828,0.0625,0.8,1.0,0.0,0.5464285761117935,0.3392857164144516,0.37307692720339847,0.19642857142857142,0.38611111442248025,0.0,0.3871031776070595,0.0,0.5083333381584713
25231360.0,0.31060606241226196,0.7777777777777778,1.0,0.0,0.0,0.75,0.6726190511669431,0.2500000024835269,0.0,0.0,0.1846153850738819,0.0916666675891195,0.14270833414047956,0.0,0.6428571428571429,0.39285714498588015,0.4444196494296193,0.009523809949556986,0.8333333333333334,1.0,0.0,0.7051282123877451,0.41055556337038673,0.5652777788539728,0.0,0.35595238634518217,0.0,0.6166666686534882,0.0,0.9
25559040.0,0.35897435935644,0.6333333343267441,0.7,0.0,0.0,0.75,0.6987179540670835,0.36333333551883695,0.6851851873927646,0.0,0.1544444461663564,0.16666666756976733,0.0,0.0,0.7738095266478402,0.6466666698455811,0.37948718437781703,0.08888889054457347,0.55,0.625,0.0,0.5258730242649714,0.5064102594669049,0.2847222238779068,0.1111111119389534,0.42619048338383436,0.0,0.4214285739830562,0.0,0.4583333333333333
25886720.0,0.4761904776096344,0.8333333333333334,0.25,0.0,0.0,0.0,0.6958333378036817,0.16666666865348817,0.5,0.0,0.24507936636606853,0.10714285927159446,0.0390625,0.0,0.6,0.6805555572112402,0.2895238121350606,0.07777777910232545,0.75,1.0,0.0,0.690476194024086,0.6738095262220928,0.578125,0.022727272727272728,0.3869047633239201,0.0,0.4166666666666667,0.0,0.5
26214400.0,0.3000000029802322,0.2857142857142857,0.8333333333333334,0.0,0.0,1.0,0.5,0.21153846153846154,0.5,0.0,0.36904762046677725,0.34166666741172474,0.13333333455599272,0.0,0.2619047633239201,0.5773809530905315,0.2937500001862645,0.016666666666666666,0.3333333333333333,1.0,0.0,0.6258928664028645,0.2738095245191029,0.3888888888888889,0.046666666865348816,0.4888888915379842,0.0,0.5,0.0,0.6875
26542080.0,0.46666666865348816,0.8571428571428571,0.8,0.0,0.0,0.3333333333333333,0.6200000007947286,0.24242424423044379,0.625,0.017857142857142856,0.24000000357627868,0.6000000059604644,0.2083333358168602,0.0,1.0,0.6875,0.45746032198270165,0.023809524519102915,0.0,1.0,0.0,0.692307696892665,0.4447916680946946,0.48888889079292613,0.0,0.5243589797845254,0.0,0.42592592702971566,0.0,0.5
26869760.0,0.5833333333333334,0.8125,1.0,0.0,0.0,1.0,0.6666666686534881,0.3181818181818182,0.6666666666666666,0.05555555555555555,0.2777777786056201,0.5666666682809591,0.2729166680946946,0.0,0.3333333333333333,0.2777777777777778,0.3466666688521703,0.061607143841683865,0.3333333333333333,1.0,0.0,0.836904764175415,0.5384615407540247,0.5217948750807688,0.03888888955116272,0.6236111124356588,0.0,0.75,0.0,0.6
27197440.0,0.36363636363636365,1.0,1.0,0.0,0.0,0.5,0.6410256417898031,0.16666666666666666,0.42857142857142855,0.0,0.2500000021287373,0.5630952396563121,0.11538461767710172,0.0,0.0,0.5,0.48541666846722364,0.08888888955116273,1.0,1.0,0.0,0.6330158770084381,0.7083333333333334,0.20370370480749342,0.1,0.285555558403333,0.0,0.25,0.0,0.2
27852800.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.75,0.45,0.2,1.0,0.0,0.2738095245191029,0.6211309600621462,0.2638888905445735,0.0,1.0,0.5,0.29615384798783523,0.03205128243336311,0.0,1.0,0.0,0.6071428614003318,0.4479166679084301,0.5763888905445734,0.19166666716337205,0.5666666686534881,0.0,0.0,0.0,0.6666666666666666
28180480.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.5833333333333334,0.31481481591860455,0.8125,0.0,0.38095238379069735,0.7857142899717603,0.09090909090909091,0.0,0.42857142857142855,0.25,0.4333333343267441,0.08333333409749545,1.0,1.0,0.0,0.6025641102057236,0.4166666666666667,0.4444444444444444,0.12666666706403096,0.2222222238779068,0.0,0.6666666666666666,0.0,1.0
28508160.0,0.75,1.0,1.0,0.0,0.0,1.0,0.7083333333333334,0.0,1.0,0.0,0.47727273269133136,0.6590773835778236,0.2727272727272727,0.0,0.5,1.0,0.4642857164144516,0.023809524519102915,1.0,1.0,0.0,0.5833333358168602,0.5000000029802323,0.33333333730697634,0.05,0.5,0.0,0.3333333333333333,0.0,0.0
28835840.0,0.25,0.9166666716337204,1.0,0.0,0.0,1.0,0.75,0.75,0.9444444444444444,0.2,0.65,0.6220486164093018,0.1875,0.0,1.0,0.0,0.42857142857142855,0.0,1.0,1.0,0.0,0.7318181829019026,0.3,0.5,0.03333333333333333,0.6041666716337204,0.0,0.3333333333333333,0.0,0.5
29163520.0,0.625,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.041666666666666664,0.32886905036866665,0.841269846757253,0.0625,0.0,1.0,0.5,0.3333333358168602,0.125,1.0,1.0,0.0,0.8333333358168602,0.2,0.7142857142857143,0.20512820665652937,0.5,0.0,1.0,0.0,1.0
29491200.0,0.0,0.8,1.0,0.0,0.0,1.0,0.3333333333333333,0.75,1.0,0.0,0.6666666666666666,0.7371428608894348,0.3,0.0,0.75,0.0,0.375,0.03030303120613098,1.0,1.0,0.0,0.3125,0.16666666666666666,0.5,0.022222222884496053,0.25,0.0,1.0,0.0,1.0
29818880.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.0,0.2361111119389534,0.5059523837906974,0.25,0.0,1.0,1.0,0.5,0.2222222222222222,1.0,1.0,0.0,0.8666666686534882,0.6190476204667773,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,1.0
30146560.0,0.75,0.8571428571428571,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2916666679084301,0.7619047654526574,0.18518518739276463,0.0,0.9375,1.0,0.4444444477558136,0.07051282204114474,1.0,1.0,0.0,1.0,0.25,0.6,0.041666666666666664,0.5,0.0,1.0,0.0,1.0
30474240.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,0.0625,0.3,0.8030303039334037,0.25,0.0,1.0,1.0,0.0,0.14285714285714285,0.75,1.0,0.0,0.5625,0.0,0.5,0.041025642019051775,0.2857142857142857,0.0,1.0,0.0,1.0
31129600.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.33333333409749544,0.4583333358168602,0.5,0.0,1.0,1.0,0.6666666666666666,0.1111111119389534,0.8333333333333334,1.0,0.0,0.9523809552192688,0.0,0.5,0.2500000024835269,0.75,0.0,1.0,0.0,1.0
31457280.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.55,1.0,0.7142857142857143,0.1111111119389534,1.0,0.0,1.0,0.0,1.0
31784960.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5666666686534881,0.7,0.0,0.0,1.0,1.0,0.0,0.125,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
32112640.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.7045454545454546,1.0,0.0,1.0,1.0,0.3333333333333333,0.3,0.9222222235467699,1.0,0.0,1.0,1.0,0.75,0.16666666666666666,1.0,0.0,0.8333333333333334,0.0,1.0
32440320.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5714285714285714,0.625,0.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,0.9444444444444444,1.0,0.0,0.8333333333333334,1.0,0.9,0.05,0.5,0.0,1.0,0.0,1.0
32768000.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6296296318372091,0.625,0.5,0.0,1.0,1.0,0.0,0.25,0.9791666666666666,1.0,0.0,1.0,0.0,0.9166666666666666,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,1.0
33423360.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8148148159186045,0.7857142857142857,0.75,0.0,1.0,1.0,0.0,0.0,0.9555555582046509,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9722222238779068,0.0,1.0
33751040.0,0.8571428571428571,0.9589743614196777,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.9166666666666666,0.0,1.0,1.0,0.5,0.0,0.8820512844966009,1.0,0.0,1.0,0.0,0.9722222222222222,0.0,1.0,0.0,1.0,0.0,1.0
34078720.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,1.0,1.0,0.0,1.0,1.0,1.0,0.11904762046677726,1.0,1.0,0.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,0.0,1.0
34406400.0,0.8333333333333334,0.9833333333333333,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.5,0.8,0.8312500007450581,1.0,0.0,1.0,0.5,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0
34734080.0,0.9772727272727273,1.0,1.0,0.0,1.0,1.0,1.0,0.9642857142857143,1.0,0.5,0.7857142857142857,1.0,1.0,0.0,1.0,0.9270833320915699,1.0,0.8,0.9555555582046509,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.9642857142857143,0.0,1.0
35061760.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9743589758872986,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9833333333333333,1.0,0.0,0.8902930433933551,1.0,0.0,1.0,0.3333333333333333,0.984375,1.0,1.0,0.0,0.9583333333333334,0.0,1.0
35389440.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.8,0.904761906181063,1.0,0.0,1.0,0.75,1.0,0.0,0.9375,0.0,0.9311111132303874,0.0,1.0
35717120.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.9761904776096344,1.0,1.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.75,0.9444444457689921,1.0,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.9615384615384616,0.0,1.0
36044800.0,0.9285714285714286,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.8112244946616036,1.0,0.0,1.0,0.8,1.0,1.0,1.0,0.0,0.904761906181063,0.0,1.0
36372480.0,0.9750000009169946,1.0,1.0,0.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.6666666666666666,0.9,0.8571428571428571,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.8611111144224802,0.9777777791023254,0.0,1.0,0.625,1.0,0.6666666666666666,1.0,0.0,0.9615384615384616,0.0,1.0
36700160.0,1.0,0.9866666674613953,0.9090909090909091,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.8395833373069763,0.9642857142857143,0.0,1.0,0.8333333333333334,1.0,0.0,1.0,0.0,0.9476190507411957,0.0,1.0
37027840.0,0.9583333320915699,1.0,1.0,0.0,1.0,1.0,0.9111111124356588,1.0,1.0,0.8888888955116272,1.0,1.0,0.9444444444444444,0.0,1.0,1.0,0.8888888905445734,1.0,0.8588888943195343,1.0,0.0,1.0,0.560606062412262,1.0,0.0,0.9333333333333333,0.0,0.8785714294229235,0.5,1.0
37355520.0,0.9875000007450581,1.0,1.0,0.0,0.8888888888888888,0.9722222238779068,1.0,0.9833333333333333,1.0,0.8571428571428571,0.9230769230769231,1.0,0.8,0.0,1.0,0.9375,1.0,1.0,0.8122222264607747,1.0,0.0,1.0,0.4722222238779068,1.0,0.3333333333333333,1.0,0.0,0.7656250055879354,0.6,1.0
37683200.0,1.0,1.0,0.85,0.0,0.9583333358168602,1.0,1.0,0.9285714285714286,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.8333333333333334,0.75,0.8511111160119375,1.0,0.0,1.0,0.6666666666666666,1.0,0.75,0.9375,0.0,0.855654763057828,0.4,1.0
38010880.0,0.9358974374257601,1.0,0.9090909090909091,0.0,1.0,1.0,0.8869047633239201,0.964743591271914,1.0,0.9629629651705424,1.0,1.0,0.9166666666666666,0.0,1.0,1.0,0.8333333333333334,1.0,0.7785714311259133,1.0,0.0,1.0,0.7222222238779068,0.9875000007450581,1.0,1.0,0.0,0.8922222256660461,0.4166666666666667,1.0
38338560.0,1.0,1.0,0.8333333333333334,0.0,0.794871795635957,0.9642857142857143,0.9642857142857143,0.9777777791023254,1.0,1.0,1.0,1.0,1.0,0.0,0.9,1.0,0.8888888888888888,0.933333334326744,0.7142857185431889,1.0,0.0,1.0,0.5909090936183929,1.0,0.6666666666666666,0.9777777791023254,0.0,0.90128205372737,0.6,1.0
38666240.0,0.9583333358168602,1.0,0.8636363636363636,0.0,0.8666666686534882,0.9666666666666667,0.8825757557695563,1.0,1.0,0.95,0.9479166679084301,0.9722222238779068,0.9166666666666666,0.5,1.0,1.0,1.0,1.0,0.7968750018626451,1.0,0.0,1.0,0.875,1.0,0.75,0.9460317492485046,0.0,0.816666671207973,0.7142857142857143,1.0
38993920.0,1.0,0.9642857142857143,0.7222222222222222,0.0,0.9583333333333334,1.0,0.8928571471146175,0.9777777791023254,1.0,0.7222222222222222,0.9904761910438538,1.0,0.9821428571428571,1.0,1.0,1.0,0.9833333343267441,0.8787878805940802,0.7769841313362121,0.9166666666666666,0.0,1.0,0.715277781089147,1.0,1.0,0.9611111124356587,0.0,0.8291666712611914,0.75,1.0
39321600.0,0.9375,0.9666666666666667,1.0,0.0,0.7435897451180679,0.9722222238779068,0.9545454545454546,0.9615384615384616,1.0,0.8809523816619601,0.9791666679084301,1.0,0.9166666666666666,0.75,1.0,1.0,0.8928571428571429,0.9375000037252903,0.8194444452722868,1.0,0.0,1.0,0.6811111132303874,1.0,1.0,0.9791666679084301,0.0,0.7708333358168602,0.652777781089147,1.0
39649280.0,0.9333333333333333,1.0,1.0,0.0,1.0,0.9551282066565293,0.8111111124356588,0.8153846172186044,1.0,0.6750000029802322,1.0,1.0,0.9479166679084301,1.0,1.0,1.0,1.0,0.9166666666666666,0.7045454572547566,1.0,0.0,1.0,0.8229166697710752,1.0,1.0,0.9666666666666667,0.0,0.6844444493452708,0.652777781089147,1.0
39976960.0,0.9166666679084301,1.0,0.9583333333333334,0.0,0.9277777791023254,0.9583333358168602,0.9513888905445734,1.0,1.0,0.8888888888888888,0.9857142865657806,1.0,0.9714285731315613,0.5,1.0,1.0,1.0,0.9700000007947286,0.5277777791023255,1.0,0.0,1.0,0.6697916686534882,1.0,0.9523809552192688,0.9761904776096344,0.0,0.771794876227012,0.7424242442304437,0.9615384615384616
40304640.0,1.0,1.0,0.8888888888888888,0.0,0.9031746069590251,0.9375,0.7888888935248057,0.8928571428571429,1.0,0.7222222222222222,1.0,1.0,0.8976190515926906,0.3333333333333333,1.0,1.0,0.9857142865657806,1.0,0.7115384615384616,0.9761904776096344,0.0,1.0,0.7733333349227905,1.0,1.0,0.978571429848671,0.0,0.7743589786382822,0.5344444473584493,1.0
