_step,088fkgn4/performance,mykgoimf/performance,3imjf74g/performance,oo9c0qem/performance,ly65cw3v/performance,zpgnwnc9/performance,58kq0iy8/performance,59fyvulg/performance,l5dgfch6/performance,34qcdwss/performance,xt5j3tsv/performance,0n1c67h8/performance,0pztk0hx/performance,h5v2pfi4/performance,wfq8sv9d/performance,qt5m0csx/performance,ggu2lkjn/performance,7av45b2y/performance,yxq0k0km/performance,qz02l75f/performance,vu4l80fw/performance,etyj8887/performance,dj5l9jm3/performance,dd4xmowq/performance,sbkiya3c/performance,cyn4hl4q/performance,8v2ehep7/performance,soz4gaal/performance,9lysum4f/performance,adfg3esn/performance
50331648.0,0.0024046684557106346,0.0023657440760871395,0.00231009692652151,0.002313440927537158,0.0023787179961800575,0.0021223396324785426,0.002299290063092485,0.0023064433044055477,0.0021734520996687934,0.002390491121332161,0.0025652112381067127,0.0024192950077122077,0.0023575768718728796,0.0023003839305602014,0.0021693152957595885,0.0023982711718417704,0.002406301719020121,0.0022065920347813517,0.002359255129704252,0.002487292396835983,0.002426626509986818,0.0022676422231597826,0.0024666156386956573,0.0023808737605577335,0.0022974930179771036,0.002355986798647791,0.0022657778463326395,0.002370659072767012,0.002349884423892945,0.0023492464242735878
63963136.0,0.002839723019860685,0.0027163576596649364,0.002772538791759871,0.0027694253367371857,0.0028329607885098085,0.00256512887426652,0.002683072234503925,0.0028712555358652025,0.002718898656894453,0.003011317166965455,0.003049296748940833,0.0029729169909842312,0.0028624169499380514,0.002727242754190229,0.0027381019899621606,0.002815512736560777,0.002784691663691774,0.0026916499773506075,0.0028205446869833395,0.0029488082509487867,0.002919115126132965,0.002851605720934458,0.002895193640142679,0.003024029327207245,0.002860932654584758,0.002869897391065024,0.0027401629922678694,0.002795457068714313,0.002815547864884138,0.002897769954870455
65011712.0,0.0028818006539950147,0.002744654251728207,0.002778112582745962,0.002803278068313375,0.0028786336188204587,0.0025292866630479693,0.0026885715051321313,0.0028949938860023394,0.002757132810074836,0.0030545333138434216,0.0031043256167322397,0.0030528244242304936,0.0029787092353217304,0.0027866462187375873,0.0027112856041640043,0.002762610456557013,0.0028681905096163973,0.0027086169575341046,0.0029076739738229662,0.0029862957599107176,0.002946950262412429,0.002901052590459585,0.0028942457283847034,0.003086402895860374,0.002891196229029447,0.002955823118099943,0.0026919205411104485,0.0028780419379472733,0.0028535878664115444,0.002916933022788726
68157440.0,0.00297386095917318,0.002802131886710413,0.0029095146601321176,0.0029286113858688623,0.0029865754913771525,0.0025932873832061887,0.0028115621680626646,0.002976957897772081,0.002893764234613627,0.0031774894887348637,0.003270966903073713,0.003202937077730894,0.0030531931843142956,0.0028270341572351754,0.002808326156809926,0.002851890792953782,0.0029405092645902187,0.002790242899209261,0.0029522507975343615,0.0030792439356446266,0.003091608523391187,0.0030447710159933195,0.002975706200231798,0.003176355719915591,0.0029984861030243337,0.0030562805040972307,0.0028585021500475705,0.0029396824538707733,0.0029190258792368695,0.0031280323019018397
78643200.0,0.0031791980582056567,0.0030595061543863267,0.0033291840663878247,0.003235364842112176,0.0034184594551334158,0.0028969335107831284,0.002968235276057385,0.0033067390031646937,0.0031623668473912403,0.003560046912753023,0.0036715945607284084,0.003569722321117297,0.003347218138515018,0.0031541232456220314,0.003207915258826688,0.003185136927640997,0.00327562986058183,0.0031328888871939853,0.0034489941463107243,0.0034101744095096365,0.003249141533160582,0.003380842666956596,0.0033705624809954315,0.0036066120374016464,0.003327773287310265,0.0035063343530055135,0.002948485009255819,0.0030578331789001822,0.0033490116038592532,0.003483113774564117
81788928.0,0.003265949882916175,0.0031372902885777876,0.003422663328819908,0.0033880647679325193,0.0035186574677936733,0.0029789542604703456,0.003139019798254594,0.0034446929348632693,0.003237360026105307,0.00368276952940505,0.0038888645212864503,0.003738426312338561,0.0034153411397710443,0.003311109947389923,0.003377862260094844,0.003345871635247022,0.003373359388206154,0.0032603834697511047,0.003538885634043254,0.0035214814852224663,0.0033175053395098075,0.0035118890373269096,0.0035072802274953574,0.003788256100961007,0.003548715976648964,0.0036693394504254684,0.0030636435985798016,0.003131777310045436,0.0034148672712035477,0.0036629814858315513
90177536.0,0.003635263434262015,0.0033832181798061356,0.003755102734430693,0.0035554544301703572,0.003932314575649798,0.0030421277187997475,0.0032539341336814687,0.00363720599852968,0.0033842295670183375,0.00386007443012204,0.004310719115892425,0.004079672566149384,0.0036658571189036593,0.003700539091369137,0.00373894655785989,0.0036286465328885242,0.003599045710870996,0.003309803767479025,0.003870488013490103,0.0038852605503052473,0.0035578629467636347,0.003653896550531499,0.0038033674500184134,0.003998632208094932,0.0036812378821196035,0.003984385082731023,0.0032702481548767537,0.0032422365620732307,0.0036983567842980847,0.003932037012418732
93323264.0,0.0038041785737732425,0.003514909520163201,0.0039026735175866634,0.0037318938557291403,0.0041345901699969545,0.0031383201421704143,0.003334852372063324,0.0038146517472341657,0.003562114608939737,0.003907412828993984,0.004428804502822459,0.004226086923154071,0.0037357489636633545,0.0038032185257179663,0.0038497378409374505,0.003721988934557885,0.003649284190032631,0.003470212162937969,0.0039928299956955016,0.003979840344982222,0.0036440136173041537,0.0037138125189812854,0.0038857380422996357,0.004232254970702343,0.003872669447446242,0.004073225005413406,0.0033690080599626526,0.0032825009984662756,0.0037690507306251675,0.0039932704967213795
108003328.0,0.004394870105898008,0.004095894342754036,0.004520801070611924,0.0040723168349359185,0.004847969074035063,0.0034620181540958583,0.0037589734129142016,0.004240201989887282,0.00404731223534327,0.004287540068617091,0.005073115229606628,0.004911955737043172,0.00413849952747114,0.004589965072227642,0.004545971809420735,0.004104665917111561,0.004102431848878041,0.0037161776708671823,0.004425493651069701,0.004497603193158284,0.004029983305372298,0.0041119686648016796,0.004469528095796704,0.004760089737828821,0.004166127386270091,0.004912205826258287,0.0037226816930342466,0.003666264397907071,0.004130497050937265,0.004488641599891707
110100480.0,0.004458894080016762,0.004184386401902884,0.004598333296598867,0.004101484810234979,0.004880465246969834,0.003469925854005851,0.0038298682629829273,0.004312501376261935,0.004137629846809432,0.00429598378832452,0.005081661627627909,0.005087299650767818,0.004172539891442284,0.004652634641388431,0.004725311911897734,0.004238637251546606,0.004229178564855829,0.0037147849216125906,0.0044273903768043965,0.004691050882684067,0.004235266795149073,0.004162844183156267,0.004498901427723467,0.004837378073716536,0.0042230016842950135,0.005038797477027401,0.0037825342296855524,0.0037934027204755694,0.004307610361138359,0.0045435378851834685
115343360.0,0.004633046017261222,0.00439928934792988,0.004801313334610313,0.004310500342398882,0.005150805693119764,0.0036383178521646187,0.0040822333976393566,0.0045970835199113935,0.004341983498306945,0.00446643921895884,0.00543238696991466,0.005253307841485366,0.004394275776576251,0.004944892396451905,0.00495371749275364,0.0044132468465249985,0.004436077986611053,0.0038940667436691,0.004651653114706278,0.004848981974646449,0.00427580502582714,0.004253739112755284,0.004670479072956368,0.005022886878577992,0.004344387707533315,0.0053419746400322765,0.0039996009872993454,0.003972469858126715,0.004278237174730748,0.004817799723241478
131072000.0,0.0051723379583563656,0.005198041413677856,0.005135457991855219,0.004895719233900309,0.0056910638231784105,0.004039264298626222,0.004451762011740357,0.005207826208788902,0.004987505060853437,0.004768331738887355,0.0063379368802998215,0.006078888138290495,0.004947300330968574,0.005746153008658439,0.005882053897948936,0.0049717929505277425,0.005030582484323531,0.004079130230820738,0.005206838017329574,0.005456274258904159,0.004707449930720031,0.004868294519837946,0.005429054086562246,0.005584521102719009,0.004974300187313929,0.006252517749089748,0.00428697926690802,0.004533825936960056,0.00491908413823694,0.0053008706017863005
140509184.0,0.00558213418116793,0.005423020425951108,0.005400518653914332,0.005348976701498032,0.006284486502408981,0.0042464714497327805,0.004755282308906317,0.005561955360462889,0.005242110230028629,0.005127467797137797,0.007035213551716879,0.006631999975070357,0.005328528059180826,0.006474720896221697,0.006679326499579474,0.0053854727011639625,0.005509085516678169,0.004488010396016762,0.00571896429755725,0.006002331501804292,0.005025352031225339,0.005418221466243267,0.006042083725333214,0.006053925899323076,0.005285824154270813,0.006826057913713157,0.004403507249662653,0.004917335201753303,0.0052545302314683795,0.0057307155802845955
143654912.0,0.0057019226951524615,0.005700494250049815,0.0055119240714702755,0.005662347393808886,0.006488157756393775,0.004415339382831007,0.0048135200049728155,0.005714545142836869,0.005319288495229557,0.005174888967303559,0.007366300444118679,0.00669824643409811,0.00548277868074365,0.006649690098129213,0.006983702885918319,0.005650996754411608,0.005517954821698368,0.004591919423546642,0.005795603152364492,0.006107729452196509,0.005202165892114863,0.005631858221022412,0.006218573485966772,0.006266037555178627,0.0054182046733330935,0.007204114808700979,0.004528020188445225,0.004981634701834992,0.005400826776167378,0.005877593357581645
