_step,0ijzjgez/performance,o6h4gxel/performance,mynx3znr/performance,0m3f4hi7/performance,ysa26f2x/performance,2m3hkyj0/performance,35er9m8w/performance,m9rzeoqe/performance,ljjvx7mw/performance,lepdlh5k/performance,l4js5vdt/performance,kfk4rjzi/performance,w46k4y7f/performance,8juwiqli/performance,ht4k8745/performance,v3nkpjva/performance,8pudt8ca/performance,qpa5qjdt/performance,gpt7mijy/performance,qsqgi8rr/performance,u0g2sfwl/performance,b71s6gzq/performance,bccphubb/performance,fryfjlwg/performance,frdji44f/performance,fou2xw16/performance,dxbjmwgn/performance,e99y2yva/performance,fmycqkpu/performance,eq4chqvl/performance
50331648.0,0.0029461949452525005,0.0028036582662025467,0.003205108136171475,0.0030178314045770094,0.0032418556074844673,0.00317189990892075,0.00293674404383637,0.0029821610514773056,0.0027887579053640366,0.002893486263928935,0.0029259671428008005,0.0030066294129937887,0.0031103821384022012,0.003077385976212099,0.0028580204088939354,0.0031923129863571376,0.003249267436331138,0.003005293328897096,0.002934483069111593,0.0032345247018383816,0.003032120526768267,0.0031056210573296994,0.002990559849422425,0.0030296706245280802,0.0030800561798969284,0.002930803209892474,0.002958960525575094,0.0029436348559102044,0.002994466165546328,0.0031643050169805065
63963136.0,0.0036199141904944554,0.0034952477435581386,0.004199099406832829,0.004079626334714703,0.004054552729940042,0.00419366275309585,0.003871975190122612,0.0038579699903493747,0.0034631072194315493,0.003672920705867,0.0036948962369933724,0.00397481705294922,0.003797817276790738,0.0041848839609883726,0.003607423583162017,0.00398320792010054,0.004099589743418619,0.003768105147173628,0.003754857898456976,0.004179688636213541,0.003768087175558321,0.0038886364636709914,0.0037414970865938812,0.003850020220852457,0.004041621126816608,0.0036927105975337327,0.003845255239866674,0.0037937612796667963,0.003920810529962182,0.003833788781776093
65011712.0,0.0036542274319799617,0.0036383352417033166,0.004236720968037844,0.0041588927851989865,0.004111885675229132,0.004225378710543737,0.0038211120117921382,0.0039231306000147015,0.003453857862041332,0.003646149707492441,0.0037309333856683224,0.0040608525450807065,0.003871097374940291,0.0043009012879338115,0.0036326109402580187,0.004050224903039634,0.0041875410242937505,0.003906529032974504,0.003775950681301765,0.0043092138366773725,0.0038246480253292248,0.003944586074794643,0.003765253073652275,0.003914801956852898,0.00408028977108188,0.003848366017336957,0.0038562589761568233,0.0038951074093347415,0.003952163839130662,0.003867780775181018
68157440.0,0.00383630943542812,0.0038056202611187473,0.0044398192258086056,0.004360935621662065,0.004355140496045351,0.004481020790990442,0.004108736015041359,0.0040948918322101235,0.0037157883343752474,0.003856910756439902,0.003850688139209524,0.004333653632784262,0.0041589604516047984,0.00445958724594675,0.003842235484626144,0.00436186432489194,0.004420294746523723,0.00403371881111525,0.004024010238936171,0.004572075966279954,0.004021954766358249,0.0042961422295775265,0.003911072592018172,0.004094654650543816,0.004385428997920826,0.00401939291623421,0.004059121987666003,0.004114541050512344,0.004217560723191127,0.004033432909636758
78643200.0,0.004543873918009922,0.004447862593224272,0.005207648500800133,0.0053453736181836575,0.005081770126707852,0.005554575531277806,0.005275271076243371,0.004926880996208638,0.004192605265416205,0.004504428885411471,0.004503737378399819,0.005094842868857086,0.004797995323315263,0.005439083732198924,0.004485693032620475,0.0053479153430089355,0.005386247124988586,0.004490049963351339,0.004509540129220113,0.005485082743689418,0.005038157396484166,0.004952180839609355,0.004474522225791588,0.0047921150689944625,0.00523902548593469,0.004750272521050647,0.004616442514816299,0.0048267116653732955,0.004962934151990339,0.0047080403310246766
81788928.0,0.004692901391535997,0.0046981158957351,0.0055972237314563245,0.005635244160657749,0.00545349670574069,0.005917715170653537,0.005648280028253794,0.0052812859357800335,0.004244234034558758,0.004907025984721258,0.004696294519817457,0.005473603087011725,0.005009436659747735,0.005703757662558928,0.004738619260024279,0.005617290415102616,0.005528357723960653,0.0048156345437746495,0.0048077821265906096,0.005743266345234588,0.005425473354989663,0.005294791917549446,0.004772912128828466,0.00504755592555739,0.005392933264374733,0.005051826010458171,0.004742360295495018,0.005043793760705739,0.005219823680818081,0.005002145131584257
90177536.0,0.005298656382365152,0.005457979248603806,0.006587484560441226,0.0064740350062493235,0.006000011839205399,0.007081962045049295,0.0066238676372449845,0.005924297991441563,0.004690525529440492,0.005667036661179736,0.0052282114047557116,0.006242590490728617,0.005647820857120678,0.006884228554554284,0.005313699599355459,0.006673107476672158,0.006341647560475394,0.005437797779450193,0.005349065962946042,0.006839819718152285,0.006328409042907879,0.006144347513327375,0.0054864965786691755,0.005623213975923136,0.0063920805405359715,0.00579149805707857,0.005342144053429365,0.005719456501537934,0.00606632768176496,0.005709684453904629
93323264.0,0.0054148047347553074,0.005839646444655955,0.007124238269170746,0.006693550880299881,0.006248330260859802,0.007587751635583118,0.00703928479924798,0.006354344746796414,0.0049812677898444235,0.00593617488630116,0.005588443658780307,0.006567566393641755,0.0060034446069039404,0.007272681716131046,0.005523507192265242,0.007131506979931146,0.006582746864296496,0.005707701784558594,0.005581643112236634,0.007080028037307784,0.00658304407261312,0.006371738330926746,0.0055942535400390625,0.006057887687347829,0.006781279371352866,0.0061268346616998315,0.005625684600090608,0.0058786577137652785,0.00655997998546809,0.005981684866128489
108003328.0,0.006485256250016391,0.008297107793623582,0.009923177130986005,0.008575452084187418,0.008127327455440536,0.010742184706032276,0.009161679248791188,0.008204881130950525,0.006025303999194875,0.00792123915744014,0.00681253892253153,0.008741870638914406,0.0073593719862401485,0.009579234989359975,0.006688219291390851,0.00957380811451003,0.008182824909454212,0.007291284739039838,0.007233611569972709,0.009628112020436674,0.009746356576215476,0.008289013989269733,0.007078623486449942,0.007483192399377003,0.0090387481614016,0.007816948200343177,0.0069643009919673204,0.007752087956760079,0.008852852159179747,0.007561439007986337
110100480.0,0.006642418535193428,0.00858349516056478,0.010511622997000813,0.008878810971509665,0.00832486673607491,0.011040466313716024,0.009405176970176399,0.008508112689014524,0.006208312988746911,0.008274346531834453,0.007252776529639959,0.008929933188483119,0.0076523503521457314,0.010248233913443983,0.006828176381532103,0.009990529681090266,0.008450910914689302,0.007540267193689942,0.007609287567902356,0.00984488194808364,0.009922663331963122,0.008371285162866116,0.007414411084027961,0.007615879381773993,0.009504333429504186,0.008162216661730781,0.007123704184778035,0.008046506729442626,0.009142638591583818,0.007763662404613569
115343360.0,0.007315764611121267,0.00962345494190231,0.011803690402302891,0.009859789861366153,0.009198757354170084,0.012433773430529982,0.010735419287811965,0.00906173192197457,0.00678408402018249,0.009097478236071765,0.007759043626720086,0.00989422871498391,0.008250233979197219,0.011660209274850786,0.00752570346230641,0.010901675617787987,0.00922513083787635,0.008515954425092787,0.008387417939957231,0.011183602444361895,0.011083429446443915,0.009171250450890511,0.008222108241170645,0.008099859143840149,0.01078907074406743,0.008860465488396585,0.007859674165956676,0.00865847512613982,0.010362966160755605,0.008304456539917737
131072000.0,0.008997993194498122,0.013398554699961096,0.016162044776137918,0.013471264333929867,0.012665221584029496,0.017767895362339914,0.014940100547391921,0.01233766064979136,0.008506715996190906,0.012646134826354682,0.011172164580784738,0.012821326439734548,0.010489213687833399,0.01542201911797747,0.009876773692667484,0.014787265856284648,0.012607245182152838,0.012051757425069809,0.010803277255035937,0.015088250569533557,0.01552591472864151,0.012478230230044574,0.010654235491529107,0.010852928331587464,0.01436120126163587,0.01184995356015861,0.009948737919330597,0.01147710025543347,0.014162762381602079,0.011118838447146118
140509184.0,0.010636763647198677,0.016175167576875538,0.019157740171067417,0.01599606330273673,0.01495084015186876,0.021510681719519198,0.01843472057953477,0.014593381551094353,0.009935218025930226,0.015322046703658998,0.013602196413557976,0.015614930423907936,0.012618233566172421,0.018496253294870257,0.011542654305230826,0.017555159982293844,0.014998141094110906,0.014095358608756214,0.012329362507443875,0.01817681675311178,0.01903027156367898,0.015452906372956932,0.012557205627672374,0.012728103261906654,0.018061831360682845,0.013434059044811875,0.011184213741216809,0.013863973785191774,0.017016434110701084,0.012956987833604217
