_step,44pth7dq/performance,o5mwxqk1/performance,p6ijhbf2/performance,k94544ip/performance,xdndgzsu/performance,5vjuux3z/performance,6efhaa2e/performance,0u48poex/performance,iuspbm89/performance,6o2mkxly/performance,14juf15y/performance,6v63v0at/performance,700lehlq/performance,72y902wi/performance,qg1j6u4q/performance,796uy06q/performance,ge812jsy/performance,yrfekkaq/performance,voccahyo/performance,vfj1q9ei/performance,vdgk8p5e/performance,dbks7i2l/performance,d1cmozp0/performance,sox41ovz/performance,cchozc4a/performance,cc0annzf/performance,urbslmpf/performance,9h6fc80h/performance,bvzib22d/performance,211edy1d/performance
50331648.0,0.0019089431734755635,0.0017706556755001657,0.001647784374654293,0.0018663721202756278,0.001796155069314409,0.0018878619521274231,0.0019266828530817293,0.001960877620149404,0.0018623230571392924,0.002020286083279643,0.0016216004951274954,0.001725864720356185,0.0018239832788822241,0.0017990939086303115,0.0018280944786965847,0.001954523570020683,0.0017777981702238321,0.0019279213738627732,0.001913155210786499,0.0015489562065340579,0.0018958023356390186,0.001801364509447012,0.0019831257159239613,0.0017869715738925152,0.0018693505044211634,0.0017453645559726283,0.0017040583552443422,0.0017463461990701035,0.0018126208378816955,0.0015317386569222435
63963136.0,0.002065263695840258,0.0019728449260583147,0.0017034463744494133,0.0019657027442008257,0.0018785457796184346,0.0020975945371901616,0.002136898023309186,0.0021107820284669288,0.001932702973135747,0.0022606456477660686,0.0018271723747602664,0.0019898643004125915,0.001913170563057065,0.001990984928852413,0.0020220525257172994,0.0021061471343273297,0.0018684197202674113,0.002120991804986261,0.0021133372065378353,0.0017282492699450813,0.002011819444305729,0.0020833657472394407,0.002280543325468898,0.001855005910329055,0.0022277713287621737,0.0018652384605957195,0.001968884862435516,0.0019301716893096454,0.0020487577785388567,0.0016710475974832661
65011712.0,0.0020731218537548557,0.0019462645577732474,0.0017360803467454389,0.0019689190448843874,0.001864676560217049,0.002070346541586332,0.002154197034542449,0.0021458731935126707,0.001919665934110526,0.0022627590951742604,0.001772706069459673,0.002005974733037874,0.0019023547938559204,0.001983764894248452,0.0021024902453063987,0.0020335076696937904,0.001884714343759697,0.002135344489943236,0.0021276937040966004,0.00173826622631168,0.002039310391410254,0.0021336623904062435,0.0022864190686959773,0.0019005044377990998,0.002213046158431098,0.0018824156359187327,0.0019469291873974726,0.0019398077856749296,0.0020250826710253023,0.0016421179025201127
68157440.0,0.0021058319762232713,0.0020278952506487258,0.0018008294500759803,0.0019924946464016102,0.0019133297391817905,0.00210817510378547,0.00223048469342757,0.002267844945890829,0.0019864524656441063,0.002352552575757727,0.0018168193200835958,0.0020246868589310907,0.0019565205948310904,0.002039006845734548,0.0020957212982466444,0.002097608921758365,0.0019920684935641475,0.002129980712197721,0.002180856783525087,0.0017602169973542914,0.0020519868048722856,0.0021450247731991112,0.0023205596662592143,0.0019377894859644584,0.0022456508449977264,0.0019460036419332027,0.0019711087297764607,0.0018906265831901692,0.0020136675957473926,0.0017421406155335717
78643200.0,0.002298566294484772,0.002215889631770551,0.0020511698749032803,0.002151613123714924,0.0021292398960213177,0.002198007612605579,0.002281451190356165,0.0024597776937298477,0.002064140855509322,0.002495024600648321,0.0019597267455537803,0.0021575504943029955,0.002278062078403309,0.002174773246224504,0.0022767031186958775,0.002252148013212718,0.002138837255188264,0.002282876390381716,0.002392352558672428,0.0018345543649047613,0.0020995811792090535,0.002269047370646149,0.0024976275162771344,0.002139119547791779,0.0023398317862302065,0.001956883330421988,0.0021249063283903524,0.0020638507485273294,0.002201230759965256,0.001851676635851618
81788928.0,0.0023691671231063083,0.0022449710231740028,0.0019420418757363223,0.00223051973443944,0.0021941048180451617,0.0021963796170894057,0.0023118612734833732,0.002388664783211425,0.002063259766146075,0.0025358296261401847,0.0020033012988278642,0.0021615576988551766,0.002327295209397562,0.0021554567356361076,0.0022729046759195626,0.002370914284256287,0.002167064361856319,0.0023572503705509007,0.0024718526692595333,0.0018600139665068127,0.002193748252466321,0.0022887128143338487,0.0025547440018272027,0.0021552386897383258,0.00240037142066285,0.00207376077742083,0.002198989619500935,0.002029491195571609,0.002279671869473532,0.0019275222875876352
90177536.0,0.0026239354629069567,0.0023997672979021445,0.0021404987783171237,0.002368712506722659,0.0023532686318503693,0.002263870381284505,0.0024229495611507446,0.00255676890083123,0.0021676055766874924,0.002597443773993291,0.0021284383110469207,0.0023165876482380554,0.002387027270742692,0.0023629508214071393,0.0022186669521033764,0.00257584557402879,0.002290145494043827,0.002571946519310586,0.0025405178748769686,0.0018378652312094346,0.0023040194500936195,0.002515216270694509,0.0027974067779723555,0.0023478434450225905,0.002466235382598825,0.0021734704059781507,0.0022678651876049116,0.0021068005298729986,0.0023867975978646427,0.0018832142013707198
93323264.0,0.0027196682640351355,0.0024877654359443113,0.002224783500423655,0.002409204564173706,0.0024009464541450143,0.0022694857325404882,0.00250605825567618,0.0026689091318985447,0.0022650312748737633,0.0026635737594915554,0.0021857727406313643,0.0023007514828350395,0.0025120017962763086,0.002360506128752604,0.002368177505559288,0.0026025492406915873,0.0023029911099001765,0.002557869636802934,0.0026494783523958176,0.0019237747983424924,0.0023134310031309724,0.002563356756581925,0.002686795705812983,0.0024258315679617226,0.0024882470606826246,0.0022145310940686613,0.0022767796472180635,0.0021499090507859364,0.0024195082078222185,0.0019706090533873066
108003328.0,0.0027774266491178423,0.0027441224228823557,0.002517117842216976,0.0025240409158868715,0.0025188260624418035,0.002346986744669266,0.0026550198963377625,0.002759384165983647,0.0024746287090238184,0.002703960955841467,0.0024206157977459952,0.0023368732508970425,0.0027063884772360325,0.002595454716356471,0.002556490755523555,0.003032891036127694,0.0026541473926045,0.0027800462557934225,0.0026523846900090575,0.0018687851843424141,0.0026369603583589196,0.002951955277239904,0.0030461015267064795,0.002699286982533522,0.0027330015873303637,0.0025004878698382527,0.002400213139480911,0.0022551352303707972,0.00272734159079846,0.0020778776888619177
110100480.0,0.0027537253918126225,0.0027501198928803205,0.0024712840822758153,0.0024878404947230592,0.0025831087114056572,0.0024224500521086156,0.0026198072591796517,0.002715040827752091,0.0024878567637642846,0.0027167404623469338,0.002462587901391089,0.0023605992028024048,0.0026458781358087435,0.002630734830745496,0.002580615910119377,0.0030659753538202494,0.00264139698992949,0.0028484280774137005,0.002672493748832494,0.0018853443834814243,0.0026886295527219772,0.003041116680833511,0.003042957469006069,0.0026415676256874576,0.0027382281550671905,0.0024683963565621525,0.0024017244286369532,0.0022782890155212954,0.002670760761247948,0.002051759700407274
115343360.0,0.002791571052512154,0.00285145896486938,0.0026661897427402437,0.002595726298750378,0.0027138952136738226,0.002431150889606215,0.0026581488782539964,0.002752152955508791,0.0025065056543098763,0.0027629780815914273,0.002605278554256074,0.00237584684509784,0.0028461324982345104,0.0027482755831442773,0.002603191140224226,0.0032350689289160073,0.0027000499685527757,0.002967649750644341,0.0027239552146056667,0.0018909603240899742,0.002774924214463681,0.0032297763536917046,0.0030591430113418028,0.0026717310392996296,0.0028300655831117183,0.0025724889273988083,0.0024426360469078645,0.002256780775496736,0.0027629789983620867,0.002150513042579405
131072000.0,0.0033431815827498212,0.002984756458317861,0.0029605712625198066,0.0027357651852071285,0.0029792502318741754,0.0024759891093708575,0.0029180177371017635,0.0026966850709868595,0.0028417685098247603,0.0029374857404036447,0.002804471820127219,0.0027968189533567056,0.0029291912069311365,0.0029575559601653367,0.002855171842384152,0.003569865380995907,0.0029384991648839787,0.003365710028447211,0.0027952607488259673,0.0019690074113896117,0.0031005555065348744,0.003901088595739566,0.0035790041729342192,0.002862757013645023,0.0033772908354876563,0.002737129063461907,0.002606115333037451,0.0023138910910347477,0.0028810413787141442,0.002308958981302567
140509184.0,0.0035619232075987384,0.0031141579966060817,0.0031683113193139434,0.002723419471294619,0.003107329670456238,0.0025270880287280306,0.0030318072822410613,0.0028145491087343544,0.0030274453456513584,0.002973528185975738,0.0029806110687786713,0.0029572898929473013,0.0030911501235095784,0.0030272578878793865,0.0028212705947225913,0.0036683934449683875,0.003061914540012367,0.003477429345366545,0.0029038078064331785,0.0019923182553611696,0.0035436626931186765,0.004057695579831488,0.003866994084091857,0.002949352128780447,0.003716337087098509,0.00291174124868121,0.0025579500070307404,0.002576775135821663,0.003018911389517598,0.0023681661841692403
143654912.0,0.0037901488976785913,0.0032454601750941947,0.0032300234015565366,0.0027323244576109573,0.0030904418090358377,0.0025299481785623357,0.0032066119310911745,0.0028315556555753574,0.003019003401277587,0.002943021070677787,0.003063788084546104,0.0030435567459790036,0.0031144141539698467,0.003168739363900386,0.0028485306829679757,0.0037523928040172905,0.003225597130949609,0.0035657630360219628,0.002838688131305389,0.0019970803550677374,0.0036973659152863547,0.004332711192546412,0.0039764391840435565,0.0030554201075574383,0.0038175797963049263,0.002983801343361847,0.0026493074983591214,0.0025610274024074897,0.003012723522260785,0.002387610715231858
150994944.0,0.0040186800179071724,0.0034327314206166193,0.003505217595375143,0.00278639119642321,0.003178954983013682,0.0026955115172313526,0.003191349547705613,0.0029910566372564062,0.0032190289202844724,0.0030151959945214912,0.0031556694448227063,0.003360930015332997,0.0032698447903385386,0.0033618140732869506,0.002887009279220365,0.003895920963259414,0.0033210940309800208,0.003673997343867086,0.003060533636016771,0.0021174290668568574,0.00378501508384943,0.004720449243905023,0.004341694642789662,0.00343593284196686,0.0040962815983220935,0.0031474342540604994,0.002632756484672427,0.0026656642294256017,0.0032328261149814352,0.0025538650224916637
155189248.0,0.0039620825991733,0.003411294746911153,0.0037669181037927046,0.0028600311634363607,0.003239848039811477,0.0027208355022594333,0.003298384908703156,0.0031017971195979044,0.003219813748728484,0.003056026791455224,0.0033228946558665484,0.0035258119460195303,0.0033296101755695418,0.003300898795714602,0.0028188686264911667,0.00390135042835027,0.0034797655971487984,0.0037562361685559154,0.0031901830225251615,0.002132331661414355,0.0038654648524243385,0.004910662828478962,0.004565213777823374,0.0036908561742166057,0.004380988335469738,0.003242762017180212,0.002685506478883326,0.0027341034583514556,0.0032466671109432355,0.002540589513955638
157286400.0,0.004102983439224772,0.003455243248026818,0.003763751476071775,0.00280305472551845,0.0033163388579851016,0.002722428136621602,0.0032868498092284426,0.0030946401675464585,0.0033676557359285653,0.0029940798558527604,0.0033457803074270487,0.003516332566505298,0.0034503425558796152,0.0034093316353391856,0.002953702787635848,0.0038840805646032095,0.0034935194125864655,0.003744663466932252,0.0032176125823752955,0.0022327444021357223,0.004009141164715402,0.004984969040378928,0.004578196239890531,0.003672304141218774,0.004417057585669681,0.00320421157812234,0.0026809010159922764,0.002644301042892039,0.0032495864434167743,0.0026986445591319352
158334976.0,0.0041934549662983045,0.0035098912339890376,0.0038232638326007873,0.002900530307670124,0.0033495048846816644,0.0027059296116931364,0.003243436585762538,0.0030662388599012047,0.0033453956857556477,0.002999841599375941,0.003294520531198941,0.0036012263444717973,0.0034848435752792284,0.003400870511541143,0.002875464197131805,0.003907523045199923,0.003461948610492982,0.0038617234240518883,0.0033148551010526717,0.002219840098405257,0.003979376604547724,0.005072198779089376,0.004601202759658918,0.0036938890552846715,0.004458450915990397,0.003201122919563204,0.0027110697119496763,0.0026970641047228128,0.003283462123363279,0.00264647243602667
163577856.0,0.00435039060539566,0.003611801497754641,0.003908519560354762,0.002871852178941481,0.003301508884760551,0.0027528488280950114,0.003318542832857929,0.0031885727657936513,0.0032871130824787542,0.003080463589867577,0.0033172100374940783,0.0036543372116284445,0.003574720147298649,0.003456127451499924,0.0030069231725065038,0.003940418537240475,0.0037014839617768303,0.0039186065550893545,0.003506468710838817,0.002308946000994183,0.004126520943827927,0.005344268458429724,0.004799505026312545,0.004059843806317076,0.004649099690141156,0.0032061556848930195,0.0027353210462024435,0.002801308306516148,0.0032052400638349354,0.002695916627999395
165675008.0,0.004318744438933209,0.0036542924208333716,0.003912118409061804,0.0028890385437989607,0.0033978888677665964,0.002799274356220849,0.0032977607479551807,0.003284168618847616,0.003383172719622962,0.003158080202410929,0.0034424533077981323,0.003708426156663336,0.0036226077063474804,0.0035111778270220384,0.0029849384736735374,0.003984671348007396,0.0036859524116152897,0.004086470114998519,0.0035553061170503497,0.0023098890960682184,0.0041274121758760884,0.005403644929174334,0.004804926662473008,0.00409189160563983,0.004665761487558484,0.0032113203924382105,0.0028476986044552177,0.00285472470568493,0.003225199689040892,0.0027442698628874496
170917888.0,0.004462098702788353,0.003769797331187874,0.00415008062554989,0.002963651859317906,0.00345350154384505,0.002879242951166816,0.003398760876734741,0.0032690248772269115,0.003391172591364011,0.0032934975606622174,0.0034847059432649985,0.003957651526434347,0.0037163460365263745,0.0035775954893324524,0.0031178829085547477,0.004117945791222155,0.003943104180507362,0.00408078235341236,0.003916260597179644,0.0023671449889661744,0.004327479895437136,0.005812287563458085,0.005052779946709052,0.004240283335093409,0.0048274724395014346,0.0032541739783482626,0.0027497005939949304,0.0028190375451231375,0.0034733392822090536,0.0028853229159722105
179306496.0,0.005273385584587231,0.0039957988483365625,0.004364016960607842,0.0029565898585133255,0.0034564258967293426,0.0030913069494999945,0.0036216275475453585,0.00348281922924798,0.003467143906163983,0.003417206389713101,0.00367497636761982,0.004259107183315791,0.004060875537106767,0.003863027028273791,0.0031902613263810053,0.004230050719343126,0.004136271367315203,0.004166331826127134,0.00422466108284425,0.0024781402898952365,0.004508287005592138,0.006286630843533203,0.005377389112254605,0.004588987008901313,0.005237260105786845,0.003373416286194697,0.0027872074424521998,0.0030375301430467516,0.0034080766345141456,0.002983512284117751
181403648.0,0.005193974677240476,0.003914353073923849,0.0044685408065561205,0.003026550024515018,0.003468325870926492,0.0031813334935577586,0.0035701942833838984,0.0034941228659590706,0.0035741691244766116,0.003518475772580132,0.003736563943675719,0.00417538161855191,0.004137948242714629,0.0038120413664728403,0.003221102975658141,0.004322328546550125,0.004095484662684612,0.0041739345324458554,0.004306819871999323,0.0025224242417607456,0.004617436119588092,0.006324247369775549,0.00543348552309908,0.0047332664544228464,0.005330358719220385,0.0034563895751489326,0.0027908701304113492,0.0030683717923238873,0.0035482682287693024,0.002994572132593021
183500800.0,0.005287430569296703,0.004046273199492134,0.004597038729116321,0.002985332961543463,0.0035347726952750236,0.0031907175725791603,0.0035720184387173504,0.003612737185903825,0.003530435569700785,0.003703445050632581,0.003898753406247124,0.004314371617510915,0.004286670562578365,0.003894618057529442,0.0032094272319227457,0.004433747817529365,0.0041966095741372555,0.004325695743318647,0.004349196533439681,0.0025168749707518145,0.004673090792493895,0.006464224978117272,0.0055671060690656304,0.00488539133220911,0.005568890948779881,0.0033923427836271003,0.0028526146488729864,0.0031140281644184142,0.003406668300158344,0.003054544678889215
189792256.0,0.005672580882674083,0.004101340062334202,0.004795950197149068,0.003203498577931896,0.003588296240195632,0.003296013004728593,0.003612213287851773,0.0037560964992735535,0.003611032836488448,0.0039023187709972262,0.0040995347808348015,0.004464150115381926,0.004400086938403547,0.004125555802602321,0.0032601754792267457,0.004588103300193325,0.004514968895819038,0.004497482470469549,0.004648564063245431,0.0027123628242406994,0.004889563919277862,0.007047316990792751,0.005680990929249674,0.005308685125783086,0.005848431785125285,0.0035466172266751528,0.002856044186046347,0.003239760801079683,0.003616673100623302,0.0031097811443032697
203423744.0,0.00682458357186988,0.004495125176617876,0.0053908079862594604,0.0033260480704484507,0.0036188576195854694,0.0034797680273186415,0.0038722078315913677,0.004099252924788743,0.0038406983658205718,0.004472322325455025,0.004671565722674131,0.004912108735879883,0.005039953481173143,0.004450391337741166,0.003494576390949078,0.004939937964081764,0.00511092267697677,0.005093036394100636,0.0054127493931446224,0.0030984972254373133,0.0052451078372541815,0.008991370385047048,0.0066042274120263755,0.006227312580449507,0.006347760063363239,0.004097890559933148,0.0030925741157261655,0.003544909879565239,0.004377575154649094,0.0033147141366498545
205520896.0,0.006992167211137712,0.004468814033316448,0.005417452775873244,0.0032970213796943426,0.0037076552980579436,0.0035754338750848547,0.004077719204360619,0.00412573546054773,0.003988712196587585,0.00445734872482717,0.0048005732242017984,0.005129938828758895,0.005071723338915035,0.0045977612608112395,0.0035500093508744612,0.005026060855016112,0.005133029830176383,0.005250199785223231,0.005408076656749472,0.0030734920437680557,0.005341766693163663,0.009149987949058414,0.006692234834190458,0.006338434905046597,0.006538857734994963,0.0040337031678063795,0.0031018042645882815,0.003542704551364295,0.004358748206868768,0.003314063127618283
208666624.0,0.007382297655567527,0.004565607581753284,0.005552739807171747,0.0033599901653360575,0.0036733348097186536,0.0035845322418026626,0.004284623370040208,0.004355662444140762,0.004115759875276126,0.004694823554018512,0.004913996119285002,0.005246263346634805,0.005278073833324015,0.004607420560205355,0.003620517993113026,0.004969198082108051,0.005334180546924472,0.005250122048892081,0.005738907813793048,0.0032372300047427416,0.005552320770220831,0.009434959152713418,0.007071764848660678,0.0066257666039746255,0.006474970607087016,0.0041244966560043395,0.0032217790867434815,0.0036555188708007336,0.004435520764673129,0.003402976813958958
213909504.0,0.007794520148308948,0.004815957130631432,0.0059085870161652565,0.0035454389144433662,0.003598421477363445,0.0036768771096831188,0.004385565931443125,0.004412748035974801,0.004162551267654635,0.004922336811432615,0.005278167518554255,0.0054368792625609785,0.005568855645833537,0.004604101239237934,0.0037909061793470755,0.0051485581789165735,0.0057329693518113345,0.005702150840079412,0.005948920355876908,0.0033802873076638207,0.0058254055911675096,0.010362334898672998,0.007304319558897987,0.0071892624837346375,0.007080562005285174,0.004505418153712526,0.0032711039239075035,0.003805468062637374,0.004759542905958369,0.0033145577763207257
224395264.0,0.008823828189633787,0.0052596936002373695,0.00691389522398822,0.0035878210910595953,0.003625309793278575,0.00367255526361987,0.004921608691802248,0.004613207100192085,0.004596410930389538,0.0054773288138676435,0.005918208451475948,0.006005034054396674,0.005975867708912119,0.004817968554561958,0.003851926579955034,0.0052349118632264435,0.006158227246487513,0.006324434856651351,0.006475181726273149,0.0036691456043627113,0.006475923699326813,0.01207588822580874,0.008038224914344028,0.008470952103380114,0.00788593728793785,0.004928657814161852,0.0035316102439537644,0.004104356892639771,0.005579596501775086,0.003560966026270762
225443840.0,0.00896497571375221,0.005306741630192846,0.007038013107376173,0.003599521776777692,0.0035234791721450165,0.003733811739948578,0.00496441894210875,0.004697563505033031,0.004562443413306028,0.005567287385929376,0.005842252547154203,0.006092302472097799,0.006218025402631611,0.0048926879244390875,0.003970887919422239,0.005243678635451943,0.006131318397819996,0.0063514958310406655,0.006807968456996605,0.003709923039423302,0.00681667952449061,0.012238086783327162,0.008144936960889027,0.00867814983939752,0.00796242753858678,0.004966060194419697,0.003628945371019654,0.004145399638218805,0.005628526880173013,0.0035093132755719125
226492416.0,0.009184694034047425,0.005344873905414715,0.00720013931277208,0.003578895702958107,0.0036138990690233186,0.0038040188956074417,0.005133877653861418,0.004742914316011593,0.00459875600063242,0.005667578458087519,0.006003872898872942,0.006078702514059842,0.006251856364542618,0.004836347769014537,0.004025044981972314,0.005187074915738776,0.006353881530230865,0.00651097297668457,0.0067201293422840536,0.003766977009945549,0.00654781874618493,0.01256987132364884,0.00819691814831458,0.00874753383686766,0.007948370970552787,0.004936927813105285,0.003586640188586898,0.004086261134943925,0.005742345412727445,0.0035395103332120925
228589568.0,0.009661151096224785,0.005400704074418172,0.00730506083345972,0.003628061691415496,0.003685106406919658,0.0037578111077891663,0.005268408451229334,0.004731178254587576,0.004827247379580513,0.0056625451252330095,0.006328739138552919,0.006080060789827257,0.006330837350105867,0.004859884706092998,0.003978487846325152,0.005386411910876632,0.006340461171930656,0.006676345685264096,0.006833635678049177,0.003791865412495099,0.006972125411266461,0.013206692703533918,0.008398066158406436,0.008941080886870623,0.008332767931278795,0.005019516131142154,0.003672891645692289,0.004252040118444711,0.005898505507502705,0.0035634663654491305
240123904.0,0.011297843826469034,0.006085409258957952,0.008566809963667765,0.0036775502958334982,0.003846083563985303,0.0037662813847418875,0.005780362553196028,0.005145744362380356,0.0053331663948483765,0.006540702452184632,0.007090573461027816,0.006838889967184514,0.007098583271726966,0.005066540034022182,0.0044738868018612266,0.005640286166453734,0.007671508355997503,0.00750986862112768,0.007669517450267449,0.004071704999660142,0.007553945586550981,0.014935746556147933,0.00967628718353808,0.010736738331615925,0.009167350537609309,0.00587985324091278,0.003978699547587894,0.0046328899916261435,0.006883977592224255,0.003719582557096146
245366784.0,0.012401626736391336,0.006469764339271933,0.009372348489705473,0.003703902257257141,0.0038906823028810322,0.0038095735071692616,0.006031733006238937,0.0052341510890983045,0.005552846618229523,0.007011444773525,0.007487910479540005,0.007478893996449187,0.007740209548501298,0.005399694724474102,0.004652047995477915,0.005956648470601067,0.00811935038655065,0.008016113075427711,0.008153242815751582,0.004290243872674182,0.008039550593821332,0.015537608531303704,0.010204159771092236,0.011857294186484069,0.009925718302838504,0.006159626122098416,0.004004920949228108,0.004663168918341398,0.007370316103333607,0.003751829790417105
